 #the C tensor -- Eq. B6 of TAS17
 # in units of [ Ampere/cm ] 
#                             |                                      symmetric part                                     ||              asymmetric part              |
   # EFERMI(eV)      omega(eV)             xx             yy             zz             xy             xz             yz              x              y              z
   0.596250E+01   0.000000E+00   0.957219E-05   0.110567E-04   0.823264E-05   0.119417E-09   0.477696E-10   0.711101E-06   0.529396E-22  -0.977107E-23  -0.195421E-22
   0.596500E+01   0.000000E+00   0.261640E-05   0.301286E-05   0.222833E-05   0.318991E-10   0.125608E-10   0.192666E-06   0.000000E+00   0.781621E-23  -0.879203E-23
   0.596750E+01   0.000000E+00   0.641657E-06   0.737157E-06   0.541837E-06   0.767169E-11   0.298263E-11   0.470130E-07   0.000000E+00  -0.122118E-23  -0.317463E-23
   0.597000E+01   0.000000E+00   0.140893E-06   0.161568E-06   0.118084E-06   0.165643E-11   0.636512E-12   0.102949E-07   0.000000E+00   0.244257E-24  -0.610591E-24
   0.597250E+01   0.000000E+00   0.276506E-07   0.316621E-07   0.230206E-07   0.320918E-12   0.122114E-12   0.201766E-08   0.000000E+00   0.305321E-25   0.122128E-24
   0.597500E+01   0.000000E+00   0.484302E-08   0.553905E-08   0.400817E-08   0.558235E-13   0.210832E-13   0.353182E-09   0.000000E+00  -0.190825E-25   0.000000E+00
   0.597750E+01   0.000000E+00   0.756098E-09   0.863878E-09   0.622412E-09   0.841437E-14   0.300481E-14   0.551214E-10   0.646235E-26  -0.286238E-26   0.000000E+00
   0.598000E+01   0.000000E+00   0.105090E-09   0.119963E-09   0.860901E-10   0.100812E-14   0.522609E-15   0.765801E-11   0.807794E-27  -0.954078E-27   0.238532E-27
   0.598250E+01   0.000000E+00   0.129747E-10   0.148005E-10   0.105802E-10   0.173852E-15   0.142848E-15   0.946342E-12   0.000000E+00  -0.447309E-28   0.447309E-28
   0.598500E+01   0.000000E+00   0.141060E-11   0.160814E-11   0.114441E-11   0.744180E-16   0.175196E-16   0.102819E-12   0.000000E+00   0.372706E-29   0.000000E+00
   0.598750E+01   0.000000E+00   0.129054E-12   0.146129E-12   0.102909E-12   0.718860E-17   0.357519E-17   0.937008E-14   0.000000E+00  -0.116326E-30   0.116480E-29
   0.599000E+01   0.000000E+00   0.416257E-13   0.442902E-13   0.218629E-13  -0.113426E-17  -0.134770E-18   0.868946E-15  -0.986076E-31  -0.232929E-30   0.465882E-30
   0.599250E+01   0.000000E+00   0.417961E-12   0.434587E-12   0.195117E-12  -0.126215E-16  -0.787545E-18   0.134221E-13   0.394430E-29  -0.186348E-29  -0.372706E-29
   0.599500E+01   0.000000E+00   0.392264E-11   0.409273E-11   0.182831E-11  -0.106576E-15  -0.134535E-16   0.121321E-12   0.378653E-28   0.149082E-28   0.223593E-28
   0.599750E+01   0.000000E+00   0.323942E-10   0.338096E-10   0.151010E-10  -0.579209E-15  -0.877383E-16   0.101571E-11   0.100974E-27   0.000000E+00   0.298140E-27
   0.600000E+01   0.000000E+00   0.237392E-09   0.247832E-09   0.110693E-09  -0.295454E-14  -0.554350E-15   0.744345E-11   0.161559E-26   0.477014E-27  -0.429338E-26
   0.600250E+01   0.000000E+00   0.154738E-08   0.161584E-08   0.722244E-09  -0.117607E-13  -0.341549E-14   0.485593E-10  -0.969352E-26  -0.114491E-25   0.000000E+00
   0.600500E+01   0.000000E+00   0.898531E-08   0.938467E-08   0.420064E-08  -0.381334E-13  -0.196220E-13   0.282453E-09   0.516988E-25   0.305321E-25   0.610610E-25
   0.600750E+01   0.000000E+00   0.465414E-07   0.486182E-07   0.218042E-07  -0.103175E-12  -0.100492E-12   0.146631E-08   0.103398E-24   0.000000E+00   0.000000E+00
   0.601000E+01   0.000000E+00   0.215350E-06   0.224994E-06   0.101145E-06  -0.254333E-12  -0.460943E-12   0.680305E-08  -0.124077E-23  -0.977026E-24  -0.341947E-23
   0.601250E+01   0.000000E+00   0.891581E-06   0.931655E-06   0.419968E-06  -0.745263E-12  -0.188573E-11   0.282532E-07  -0.827181E-23   0.195405E-23  -0.390795E-23
   0.601500E+01   0.000000E+00   0.330898E-05   0.345831E-05   0.156373E-05  -0.293593E-11  -0.692478E-11   0.105226E-06   0.000000E+00  -0.156320E-22   0.234478E-22
   0.601750E+01   0.000000E+00   0.110325E-04   0.115327E-04   0.523278E-05  -0.117807E-10  -0.228222E-10   0.352232E-06   0.000000E+00   0.000000E+00  -0.625273E-22
   0.602000E+01   0.000000E+00   0.331274E-04   0.346375E-04   0.157775E-04  -0.397744E-10  -0.676335E-10   0.106243E-05   0.105879E-21   0.625232E-22   0.375162E-21
   0.602250E+01   0.000000E+00   0.898455E-04   0.939667E-04   0.429920E-04  -0.109587E-09  -0.180644E-09   0.289635E-05   0.635275E-21  -0.125046E-21  -0.112549E-20
   0.602500E+01   0.000000E+00   0.220846E-03   0.231049E-03   0.106246E-03  -0.255782E-09  -0.436139E-09   0.716187E-05   0.000000E+00   0.187584E-20   0.250119E-21
   0.602750E+01   0.000000E+00   0.493980E-03   0.516988E-03   0.239111E-03  -0.542587E-09  -0.955329E-09   0.161296E-04   0.000000E+00   0.175073E-20  -0.100042E-20
   0.603000E+01   0.000000E+00   0.101014E-02   0.105763E-02   0.492400E-03  -0.111311E-08  -0.190677E-08   0.332448E-04   0.338813E-20  -0.250222E-21   0.100047E-20
   0.603250E+01   0.000000E+00   0.189861E-02   0.198882E-02   0.932899E-03  -0.220179E-08  -0.348503E-08   0.630544E-04   0.677626E-20   0.650288E-20   0.100043E-19
   0.603500E+01   0.000000E+00   0.329989E-02   0.345858E-02   0.163613E-02  -0.397173E-08  -0.586444E-08   0.110735E-03   0.135525E-19  -0.500196E-20  -0.100047E-20
   0.603750E+01   0.000000E+00   0.533922E-02   0.559954E-02   0.267428E-02  -0.630664E-08  -0.913923E-08   0.181297E-03   0.000000E+00   0.700291E-20  -0.120053E-19
   0.604000E+01   0.000000E+00   0.810049E-02   0.850155E-02   0.410352E-02  -0.911512E-08  -0.132762E-07   0.278748E-03   0.000000E+00  -0.400190E-20  -0.320135E-19
   0.604250E+01   0.000000E+00   0.116114E-01   0.121961E-01   0.595582E-02  -0.130774E-07  -0.181068E-07   0.405548E-03   0.000000E+00  -0.600202E-20  -0.160068E-19
   0.604500E+01   0.000000E+00   0.158456E-01   0.166584E-01   0.823824E-02  -0.191581E-07  -0.233615E-07   0.562562E-03   0.000000E+00   0.160076E-19   0.160076E-19
   0.604750E+01   0.000000E+00   0.207382E-01   0.218235E-01   0.109388E-01  -0.263210E-07  -0.287170E-07   0.749452E-03   0.000000E+00   0.500229E-19  -0.320135E-19
   0.605000E+01   0.000000E+00   0.262070E-01   0.276081E-01   0.140354E-01  -0.316319E-07  -0.338358E-07   0.965255E-03   0.000000E+00   0.190086E-19  -0.960390E-19
   0.605250E+01   0.000000E+00   0.321704E-01   0.339289E-01   0.175037E-01  -0.357531E-07  -0.384160E-07   0.120891E-02   0.108420E-18   0.380172E-19  -0.560233E-19
   0.605500E+01   0.000000E+00   0.385580E-01   0.407145E-01   0.213221E-01  -0.451064E-07  -0.422585E-07   0.147959E-02   0.000000E+00  -0.400355E-20   0.320152E-19
   0.605750E+01   0.000000E+00   0.453144E-01   0.479091E-01   0.254737E-01  -0.611545E-07  -0.452653E-07   0.177679E-02   0.108420E-18   0.640271E-19   0.960456E-19
   0.606000E+01   0.000000E+00   0.523961E-01   0.554691E-01   0.299463E-01  -0.720022E-07  -0.473255E-07   0.210035E-02   0.000000E+00  -0.520230E-19   0.160076E-19
   0.606250E+01   0.000000E+00   0.597684E-01   0.633598E-01   0.347309E-01  -0.698482E-07  -0.482579E-07   0.245035E-02  -0.216840E-18   0.240114E-19   0.144062E-18
   0.606500E+01   0.000000E+00   0.674050E-01   0.715545E-01   0.398214E-01  -0.724549E-07  -0.479770E-07   0.282708E-02   0.000000E+00   0.126056E-18   0.800711E-20
   0.606750E+01   0.000000E+00   0.752870E-01   0.800351E-01   0.452137E-01  -0.100054E-06  -0.466310E-07   0.323097E-02  -0.433681E-18  -0.125053E-18  -0.960456E-19
   0.607000E+01   0.000000E+00   0.833987E-01   0.887879E-01   0.509047E-01  -0.131610E-06  -0.443441E-07   0.366257E-02   0.433681E-18  -0.840349E-19   0.256108E-18
   0.607250E+01   0.000000E+00   0.917233E-01   0.977974E-01   0.568928E-01  -0.127302E-06  -0.408775E-07   0.412247E-02   0.000000E+00  -0.160076E-19   0.320152E-19
   0.607500E+01   0.000000E+00   0.100246E+00   0.107048E+00   0.631767E-01  -0.103749E-06  -0.359098E-07   0.461137E-02  -0.433681E-18   0.128057E-18  -0.320086E-19
   0.607750E+01   0.000000E+00   0.108959E+00   0.116531E+00   0.697559E-01  -0.125547E-06  -0.296544E-07   0.513001E-02   0.433681E-18  -0.640271E-19  -0.208092E-18
   0.608000E+01   0.000000E+00   0.117858E+00   0.126245E+00   0.766305E-01  -0.193738E-06  -0.226588E-07   0.567919E-02  -0.433681E-18  -0.960406E-19   0.224093E-18
   0.608250E+01   0.000000E+00   0.126934E+00   0.136186E+00   0.838009E-01  -0.219753E-06  -0.148379E-07   0.625976E-02   0.000000E+00  -0.306134E-18  -0.256108E-18
   0.608500E+01   0.000000E+00   0.136173E+00   0.146340E+00   0.912680E-01  -0.168101E-06  -0.540403E-08   0.687257E-02   0.000000E+00  -0.960419E-19   0.000000E+00
   0.608750E+01   0.000000E+00   0.145567E+00   0.156695E+00   0.990330E-01  -0.140663E-06   0.584482E-08   0.751856E-02  -0.867362E-18   0.320144E-19   0.160063E-18
   0.609000E+01   0.000000E+00   0.155120E+00   0.167255E+00   0.107097E+00  -0.222746E-06   0.179576E-07   0.819869E-02  -0.867362E-18  -0.960423E-19  -0.160076E-18
   0.609250E+01   0.000000E+00   0.164832E+00   0.178030E+00   0.115461E+00  -0.321286E-06   0.302829E-07   0.891397E-02  -0.867362E-18  -0.800347E-19   0.272109E-18
   0.609500E+01   0.000000E+00   0.174689E+00   0.189010E+00   0.124128E+00  -0.294529E-06   0.437343E-07   0.966541E-02  -0.867362E-18  -0.800380E-20   0.000000E+00
   0.609750E+01   0.000000E+00   0.184678E+00   0.200176E+00   0.133100E+00  -0.195877E-06   0.594900E-07   0.104541E-01   0.000000E+00   0.224096E-18   0.960456E-19
   0.610000E+01   0.000000E+00   0.194803E+00   0.211524E+00   0.142378E+00  -0.214523E-06   0.769544E-07   0.112810E-01   0.867362E-18  -0.960390E-19  -0.192091E-18
   0.610250E+01   0.000000E+00   0.205073E+00   0.223072E+00   0.151965E+00  -0.368794E-06   0.944794E-07   0.121475E-01   0.000000E+00  -0.256115E-18   0.640304E-19
   0.610500E+01   0.000000E+00   0.215482E+00   0.234832E+00   0.161863E+00  -0.450466E-06   0.112031E-06   0.130546E-01   0.867362E-18   0.192078E-18   0.256122E-18
   0.610750E+01   0.000000E+00   0.226012E+00   0.246782E+00   0.172075E+00  -0.347415E-06   0.131479E-06   0.140035E-01  -0.867362E-18  -0.160010E-19  -0.128061E-18
   0.611000E+01   0.000000E+00   0.236655E+00   0.258898E+00   0.182603E+00  -0.241806E-06   0.153721E-06   0.149954E-01  -0.867362E-18   0.980441E-19   0.159877E-19
   0.611250E+01   0.000000E+00   0.247427E+00   0.271192E+00   0.193450E+00  -0.340528E-06   0.177087E-06   0.160317E-01  -0.173472E-17   0.128061E-18  -0.256095E-18
   0.611500E+01   0.000000E+00   0.258336E+00   0.283697E+00   0.204619E+00  -0.539703E-06   0.199793E-06   0.171136E-01   0.000000E+00   0.160063E-18   0.352154E-18
   0.611750E+01   0.000000E+00   0.269366E+00   0.296413E+00   0.216114E+00  -0.564888E-06   0.222815E-06   0.182426E-01   0.000000E+00  -0.576247E-18   0.832369E-18
   0.612000E+01   0.000000E+00   0.280496E+00   0.309300E+00   0.227936E+00  -0.397463E-06   0.248601E-06   0.194198E-01   0.000000E+00  -0.272109E-18   0.960324E-19
   0.612250E+01   0.000000E+00   0.291734E+00   0.322344E+00   0.240089E+00  -0.325308E-06   0.277326E-06   0.206467E-01  -0.173472E-17   0.144049E-18  -0.640277E-18
   0.612500E+01   0.000000E+00   0.303100E+00   0.335579E+00   0.252576E+00  -0.509929E-06   0.306404E-06   0.219249E-01   0.000000E+00  -0.176077E-18   0.576247E-18
   0.612750E+01   0.000000E+00   0.314590E+00   0.349040E+00   0.265402E+00  -0.720702E-06   0.334316E-06   0.232559E-01   0.000000E+00  -0.128034E-18   0.596258E-18
   0.613000E+01   0.000000E+00   0.326182E+00   0.362702E+00   0.278569E+00  -0.668225E-06   0.363115E-06   0.246410E-01   0.000000E+00   0.464201E-18   0.105646E-17
   0.613250E+01   0.000000E+00   0.337865E+00   0.376520E+00   0.292079E+00  -0.456687E-06   0.395570E-06   0.260818E-01   0.173472E-17  -0.224093E-18   0.832369E-18
   0.613500E+01   0.000000E+00   0.349658E+00   0.390501E+00   0.305938E+00  -0.451140E-06   0.430880E-06   0.275801E-01  -0.173472E-17  -0.304138E-18   0.896399E-18
   0.613750E+01   0.000000E+00   0.361576E+00   0.404697E+00   0.320151E+00  -0.721311E-06   0.465556E-06   0.291375E-01   0.000000E+00   0.240107E-18  -0.960324E-19
   0.614000E+01   0.000000E+00   0.373602E+00   0.419126E+00   0.334717E+00  -0.906970E-06   0.498693E-06   0.307557E-01   0.173472E-17   0.239816E-19   0.640039E-19
   0.614250E+01   0.000000E+00   0.385715E+00   0.433742E+00   0.349642E+00  -0.755269E-06   0.533731E-06   0.324363E-01   0.000000E+00  -0.142037E-18   0.120056E-17
   0.614500E+01   0.000000E+00   0.397920E+00   0.448509E+00   0.364932E+00  -0.531922E-06   0.573437E-06   0.341810E-01   0.346945E-17   0.400170E-18   0.144049E-18
   0.614750E+01   0.000000E+00   0.410239E+00   0.463462E+00   0.380593E+00  -0.637254E-06   0.615370E-06   0.359920E-01   0.000000E+00   0.640569E-19   0.352154E-18
   0.615000E+01   0.000000E+00   0.422671E+00   0.478653E+00   0.396623E+00  -0.975929E-06   0.655287E-06   0.378711E-01   0.000000E+00   0.400170E-18  -0.639510E-19
   0.615250E+01   0.000000E+00   0.435196E+00   0.494073E+00   0.413025E+00  -0.107523E-05   0.693876E-06   0.398200E-01   0.000000E+00  -0.352154E-18  -0.640357E-18
   0.615500E+01   0.000000E+00   0.447804E+00   0.509669E+00   0.429811E+00  -0.819195E-06   0.736147E-06   0.418407E-01   0.000000E+00   0.280156E-18   0.256122E-18
   0.615750E+01   0.000000E+00   0.460511E+00   0.525429E+00   0.446989E+00  -0.655617E-06   0.783663E-06   0.439353E-01  -0.346945E-17   0.356177E-18   0.129855E-17
   0.616000E+01   0.000000E+00   0.473328E+00   0.541404E+00   0.464554E+00  -0.905792E-06   0.831702E-06   0.461061E-01   0.346945E-17  -0.416211E-18  -0.320284E-19
   0.616250E+01   0.000000E+00   0.486244E+00   0.557631E+00   0.482504E+00  -0.124291E-05   0.876530E-06   0.483551E-01   0.000000E+00  -0.368195E-18   0.160079E-17
   0.616500E+01   0.000000E+00   0.499244E+00   0.574080E+00   0.500855E+00  -0.119333E-05   0.921618E-06   0.506844E-01  -0.693889E-17   0.320284E-19  -0.320073E-18
   0.616750E+01   0.000000E+00   0.512334E+00   0.590706E+00   0.519624E+00  -0.891959E-06   0.972393E-06   0.530962E-01  -0.693889E-17  -0.192065E-18   0.896373E-18
   0.617000E+01   0.000000E+00   0.525524E+00   0.607522E+00   0.538805E+00  -0.877602E-06   0.102748E-05   0.555929E-01   0.000000E+00  -0.924431E-18   0.192118E-18
   0.617250E+01   0.000000E+00   0.538814E+00   0.624580E+00   0.558386E+00  -0.123615E-05   0.108071E-05   0.581772E-01   0.000000E+00  -0.376189E-18   0.640251E-18
   0.617500E+01   0.000000E+00   0.552191E+00   0.641897E+00   0.578380E+00  -0.146418E-05   0.113109E-05   0.608513E-01   0.000000E+00   0.134456E-17  -0.640251E-18
   0.617750E+01   0.000000E+00   0.565656E+00   0.659433E+00   0.598817E+00  -0.127439E-05   0.118449E-05   0.636174E-01   0.000000E+00   0.142471E-17   0.128008E-18
   0.618000E+01   0.000000E+00   0.579218E+00   0.677161E+00   0.619704E+00  -0.104512E-05   0.124421E-05   0.664784E-01   0.000000E+00  -0.208052E-18   0.448292E-18
   0.618250E+01   0.000000E+00   0.592874E+00   0.695110E+00   0.641014E+00  -0.120385E-05   0.130571E-05   0.694371E-01   0.000000E+00   0.448186E-18  -0.512243E-18
   0.618500E+01   0.000000E+00   0.606617E+00   0.713324E+00   0.662742E+00  -0.155634E-05   0.136408E-05   0.724962E-01  -0.693889E-17   0.296144E-18  -0.222134E-18
   0.618750E+01   0.000000E+00   0.620448E+00   0.731802E+00   0.684931E+00  -0.162235E-05   0.142191E-05   0.756582E-01   0.138778E-16  -0.560101E-19  -0.112126E-18
   0.619000E+01   0.000000E+00   0.634378E+00   0.750508E+00   0.707613E+00  -0.139550E-05   0.148486E-05   0.789260E-01   0.000000E+00  -0.224040E-18  -0.115249E-17
   0.619250E+01   0.000000E+00   0.648400E+00   0.769430E+00   0.730764E+00  -0.131674E-05   0.155262E-05   0.823028E-01   0.000000E+00   0.208158E-18   0.192065E-18
   0.619500E+01   0.000000E+00   0.662505E+00   0.788604E+00   0.754345E+00  -0.156668E-05   0.161985E-05   0.857918E-01   0.000000E+00   0.160936E-19   0.992405E-18
   0.619750E+01   0.000000E+00   0.676696E+00   0.808065E+00   0.778383E+00  -0.182020E-05   0.168489E-05   0.893959E-01   0.000000E+00  -0.620346E-18   0.480162E-18
   0.620000E+01   0.000000E+00   0.690990E+00   0.827801E+00   0.802948E+00  -0.178277E-05   0.175195E-05   0.931181E-01   0.693889E-17   0.298156E-18   0.740307E-18
 
 
