 #the tildeD tensor -- Eq. 12 of TAS17
 # in units of [ dimensionless ] 
#                             |                                      symmetric part                                     ||              asymmetric part              |
   # EFERMI(eV)      omega(eV)             xx             yy             zz             xy             xz             yz              x              y              z
   0.594500E+01   0.000000E+00   0.220262E-03   0.243077E-03  -0.462107E-03   0.123454E-05   0.424487E-07  -0.122302E-04  -0.190084E-04   0.457740E-07  -0.323632E-06
   0.594750E+01   0.000000E+00   0.118907E-03   0.130096E-03  -0.248427E-03   0.644015E-06   0.143186E-08  -0.711435E-05  -0.107784E-04   0.299178E-08  -0.166210E-06
   0.595000E+01   0.000000E+00   0.589924E-04   0.641159E-04  -0.122847E-03   0.311169E-06  -0.733174E-08  -0.372496E-05  -0.552133E-05  -0.664685E-08  -0.793828E-07
   0.595250E+01   0.000000E+00   0.267671E-04   0.289455E-04  -0.555993E-04   0.138320E-06  -0.607663E-08  -0.175515E-05  -0.255481E-05  -0.579495E-08  -0.350254E-07
   0.595500E+01   0.000000E+00   0.110588E-04   0.119132E-04  -0.229261E-04   0.562273E-07  -0.337099E-08  -0.743941E-06  -0.106711E-05  -0.326280E-08  -0.141832E-07
   0.595750E+01   0.000000E+00   0.414386E-05   0.445097E-05  -0.857762E-05   0.207941E-07  -0.150982E-08  -0.283456E-06  -0.401897E-06  -0.147125E-08  -0.523949E-08
   0.596000E+01   0.000000E+00   0.140339E-05   0.150399E-05  -0.290150E-05   0.696580E-08  -0.576152E-09  -0.969921E-07  -0.136288E-06  -0.563485E-09  -0.175662E-08
   0.596250E+01   0.000000E+00   0.428275E-06   0.458146E-06  -0.884602E-06   0.210601E-08  -0.191430E-09  -0.297715E-07  -0.415482E-07  -0.187628E-09  -0.532179E-09
   0.596500E+01   0.000000E+00   0.117464E-06   0.125472E-06  -0.242430E-06   0.572928E-09  -0.559395E-10  -0.818745E-08  -0.113681E-07  -0.549036E-10  -0.145177E-09
   0.596750E+01   0.000000E+00   0.288906E-07   0.308228E-07  -0.595870E-07   0.139896E-09  -0.144485E-10  -0.201486E-08  -0.278724E-08  -0.141937E-10  -0.355593E-10
   0.597000E+01   0.000000E+00   0.635998E-08   0.677831E-08  -0.131100E-07   0.305963E-10  -0.330670E-11  -0.443169E-09  -0.611449E-09  -0.325043E-11  -0.780216E-11
   0.597250E+01   0.000000E+00   0.125111E-08   0.133221E-08  -0.257768E-08   0.598317E-11  -0.671371E-12  -0.870224E-10  -0.119852E-09  -0.660187E-12  -0.153060E-11
   0.597500E+01   0.000000E+00   0.219619E-09   0.233671E-09  -0.452289E-09   0.104459E-11  -0.120962E-12  -0.152397E-10  -0.209649E-10  -0.119014E-12  -0.268043E-12
   0.597750E+01   0.000000E+00   0.343597E-10   0.365320E-10  -0.707338E-10   0.162603E-12  -0.193683E-13  -0.237764E-11  -0.326873E-11  -0.190383E-13  -0.418392E-13
   0.598000E+01   0.000000E+00   0.478502E-11   0.508442E-11  -0.984744E-11   0.225382E-13  -0.276416E-14  -0.330231E-12  -0.453731E-12  -0.268292E-14  -0.581815E-14
   0.598250E+01   0.000000E+00   0.591866E-12   0.628584E-12  -0.121782E-11   0.277556E-14  -0.340442E-15  -0.408452E-13  -0.560712E-13  -0.339141E-15  -0.717651E-15
   0.598500E+01   0.000000E+00   0.644936E-13   0.684579E-13  -0.132676E-12   0.304784E-15  -0.419335E-16  -0.445632E-14  -0.610165E-14  -0.332226E-16  -0.783192E-16
   0.598750E+01   0.000000E+00   0.579166E-14   0.610681E-14  -0.118786E-13   0.273323E-16  -0.414813E-17  -0.494415E-15  -0.642335E-15  -0.242955E-17  -0.654517E-17
   0.599000E+01   0.000000E+00  -0.971707E-15  -0.951631E-15   0.204932E-14   0.563806E-17   0.163748E-17  -0.116666E-15  -0.116253E-15   0.175389E-17  -0.133861E-17
   0.599250E+01   0.000000E+00  -0.155940E-13  -0.153905E-13   0.311721E-13   0.498412E-16   0.236070E-16  -0.123356E-15   0.217221E-15   0.227779E-16  -0.139251E-16
   0.599500E+01   0.000000E+00  -0.145568E-12  -0.144148E-12   0.289831E-12   0.465009E-15   0.219557E-15  -0.144996E-14   0.162292E-14   0.212747E-15  -0.129496E-15
   0.599750E+01   0.000000E+00  -0.119691E-11  -0.118553E-11   0.237791E-11   0.382148E-14   0.180774E-14  -0.114242E-13   0.141544E-13   0.175007E-14  -0.106471E-14
   0.600000E+01   0.000000E+00  -0.873125E-11  -0.865039E-11   0.173151E-10   0.278949E-13   0.132001E-13  -0.847997E-13   0.102223E-12   0.127771E-13  -0.776862E-14
   0.600250E+01   0.000000E+00  -0.566282E-10  -0.561142E-10   0.112173E-09   0.181138E-12   0.857721E-13  -0.555816E-12   0.660752E-12   0.830522E-13  -0.504319E-13
   0.600500E+01   0.000000E+00  -0.326981E-09  -0.324052E-09   0.647302E-09   0.104777E-11   0.496554E-12  -0.322673E-11   0.382635E-11   0.481026E-12  -0.291527E-12
   0.600750E+01   0.000000E+00  -0.168296E-08  -0.166800E-08   0.333073E-08   0.540583E-11   0.256441E-11  -0.166451E-10   0.198366E-10   0.248515E-11  -0.150254E-11
   0.601000E+01   0.000000E+00  -0.773159E-08  -0.766312E-08   0.153006E-07   0.249098E-10   0.118293E-10  -0.764760E-10   0.920946E-10   0.114673E-10  -0.691393E-11
   0.601250E+01   0.000000E+00  -0.317519E-07  -0.314711E-07   0.628388E-07   0.102673E-09   0.488116E-10  -0.313707E-09   0.383174E-09   0.473305E-10  -0.284468E-10
   0.601500E+01   0.000000E+00  -0.116769E-06  -0.115736E-06   0.231106E-06   0.379200E-09   0.180482E-09  -0.115166E-08   0.143050E-08   0.175048E-09  -0.104836E-09
   0.601750E+01   0.000000E+00  -0.385298E-06  -0.381893E-06   0.762611E-06   0.125742E-08   0.599207E-09  -0.379282E-08   0.480066E-08   0.581306E-09  -0.346766E-09
   0.602000E+01   0.000000E+00  -0.114334E-05  -0.113325E-05   0.226306E-05   0.375245E-08   0.179061E-08  -0.112339E-07   0.145169E-07   0.173756E-08  -0.103188E-08
   0.602250E+01   0.000000E+00  -0.305935E-05  -0.303236E-05   0.605563E-05   0.101059E-07   0.482985E-08  -0.300068E-07   0.396739E-07   0.468815E-08  -0.277002E-08
   0.602500E+01   0.000000E+00  -0.740496E-05  -0.733969E-05   0.146577E-04   0.246426E-07   0.117985E-07  -0.725076E-07   0.983432E-07   0.114563E-07  -0.672975E-08
   0.602750E+01   0.000000E+00  -0.162728E-04  -0.161295E-04   0.322124E-04   0.546188E-07   0.262043E-07  -0.159085E-06   0.222016E-06   0.254544E-07  -0.148533E-07
   0.603000E+01   0.000000E+00  -0.326082E-04  -0.323212E-04   0.645521E-04   0.110537E-06   0.531558E-07  -0.318326E-06   0.458636E-06   0.516578E-07  -0.299144E-07
   0.603250E+01   0.000000E+00  -0.598817E-04  -0.593545E-04   0.118550E-03   0.205332E-06   0.990003E-07  -0.583949E-06   0.871566E-06   0.962590E-07  -0.552585E-07
   0.603500E+01   0.000000E+00  -0.101355E-03  -0.100463E-03   0.200667E-03   0.352171E-06   0.170301E-06  -0.987965E-06   0.153273E-05   0.165679E-06  -0.941713E-07
   0.603750E+01   0.000000E+00  -0.159137E-03  -0.157734E-03   0.315082E-03   0.561392E-06   0.272378E-06  -0.155201E-05   0.251087E-05   0.265154E-06  -0.149032E-06
   0.604000E+01   0.000000E+00  -0.233414E-03  -0.231351E-03   0.462174E-03   0.837755E-06   0.407978E-06  -0.228052E-05   0.385872E-05   0.397439E-06  -0.220590E-06
   0.604250E+01   0.000000E+00  -0.322237E-03  -0.319377E-03   0.638090E-03   0.117929E-05   0.576650E-06  -0.315931E-05   0.560404E-05   0.562188E-06  -0.307704E-06
   0.604500E+01   0.000000E+00  -0.421965E-03  -0.418200E-03   0.835626E-03   0.157815E-05   0.775095E-06  -0.416043E-05   0.774753E-05   0.756280E-06  -0.407665E-06
   0.604750E+01   0.000000E+00  -0.528152E-03  -0.523402E-03   0.104596E-02   0.202295E-05   0.998230E-06  -0.525068E-05   0.102675E-04   0.974847E-06  -0.516917E-06
   0.605000E+01   0.000000E+00  -0.636452E-03  -0.630672E-03   0.126050E-02   0.250140E-05   0.124047E-05  -0.639954E-05   0.131285E-04   0.121251E-05  -0.631834E-06
   0.605250E+01   0.000000E+00  -0.743269E-03  -0.736433E-03   0.147213E-02   0.300250E-05   0.149672E-05  -0.758378E-05   0.162904E-04   0.146434E-05  -0.749295E-06
   0.605500E+01   0.000000E+00  -0.846019E-03  -0.838114E-03   0.167571E-02   0.351768E-05   0.176288E-05  -0.878923E-05   0.197136E-04   0.172635E-05  -0.866946E-06
   0.605750E+01   0.000000E+00  -0.943089E-03  -0.934109E-03   0.186800E-02   0.404085E-05   0.203592E-05  -0.100104E-04   0.233616E-04   0.199555E-05  -0.983211E-06
   0.606000E+01   0.000000E+00  -0.103360E-02  -0.102355E-02   0.204726E-02   0.456751E-05   0.231371E-05  -0.112478E-04   0.272017E-04   0.226987E-05  -0.109712E-05
   0.606250E+01   0.000000E+00  -0.111718E-02  -0.110607E-02   0.221277E-02   0.509444E-05   0.259480E-05  -0.125037E-04   0.312072E-04   0.254785E-05  -0.120809E-05
   0.606500E+01   0.000000E+00  -0.119379E-02  -0.118160E-02   0.236448E-02   0.561986E-05   0.287819E-05  -0.137806E-04   0.353558E-04   0.282853E-05  -0.131584E-05
   0.606750E+01   0.000000E+00  -0.126365E-02  -0.125036E-02   0.250275E-02   0.614317E-05   0.316325E-05  -0.150827E-04   0.396280E-04   0.311119E-05  -0.142030E-05
   0.607000E+01   0.000000E+00  -0.132709E-02  -0.131269E-02   0.262816E-02   0.666360E-05   0.344954E-05  -0.164158E-04   0.440049E-04   0.339537E-05  -0.152157E-05
   0.607250E+01   0.000000E+00  -0.138444E-02  -0.136895E-02   0.274145E-02   0.717976E-05   0.373675E-05  -0.177843E-04   0.484715E-04   0.368076E-05  -0.161975E-05
   0.607500E+01   0.000000E+00  -0.143606E-02  -0.141946E-02   0.284339E-02   0.769102E-05   0.402466E-05  -0.191893E-04   0.530171E-04   0.396718E-05  -0.171492E-05
   0.607750E+01   0.000000E+00  -0.148236E-02  -0.146460E-02   0.293479E-02   0.819834E-05   0.431319E-05  -0.206317E-04   0.576329E-04   0.425445E-05  -0.180724E-05
   0.608000E+01   0.000000E+00  -0.152383E-02  -0.150486E-02   0.301644E-02   0.870253E-05   0.460230E-05  -0.221147E-04   0.623089E-04   0.454249E-05  -0.189702E-05
   0.608250E+01   0.000000E+00  -0.156086E-02  -0.154070E-02   0.308911E-02   0.920247E-05   0.489196E-05  -0.236426E-04   0.670353E-04   0.483125E-05  -0.198450E-05
   0.608500E+01   0.000000E+00  -0.159372E-02  -0.157239E-02   0.315353E-02   0.969683E-05   0.518217E-05  -0.252165E-04   0.718066E-04   0.512077E-05  -0.206982E-05
   0.608750E+01   0.000000E+00  -0.162271E-02  -0.160016E-02   0.321038E-02   0.101866E-04   0.547294E-05  -0.268341E-04   0.766208E-04   0.541106E-05  -0.215305E-05
   0.609000E+01   0.000000E+00  -0.164826E-02  -0.162438E-02   0.326032E-02   0.106738E-04   0.576436E-05  -0.284950E-04   0.814748E-04   0.570212E-05  -0.223446E-05
   0.609250E+01   0.000000E+00  -0.167076E-02  -0.164555E-02   0.330393E-02   0.111585E-04   0.605650E-05  -0.302027E-04   0.863626E-04   0.599398E-05  -0.231442E-05
   0.609500E+01   0.000000E+00  -0.169042E-02  -0.166394E-02   0.334177E-02   0.116386E-04   0.634941E-05  -0.319606E-04   0.912796E-04   0.628671E-05  -0.239311E-05
   0.609750E+01   0.000000E+00  -0.170734E-02  -0.167960E-02   0.337435E-02   0.121133E-04   0.664313E-05  -0.337671E-04   0.962260E-04   0.658042E-05  -0.247051E-05
   0.610000E+01   0.000000E+00  -0.172179E-02  -0.169266E-02   0.340216E-02   0.125853E-04   0.693774E-05  -0.356188E-04   0.101204E-03   0.687515E-05  -0.254669E-05
   0.610250E+01   0.000000E+00  -0.173419E-02  -0.170355E-02   0.342560E-02   0.130564E-04   0.723337E-05  -0.375157E-04   0.106212E-03   0.717091E-05  -0.262202E-05
   0.610500E+01   0.000000E+00  -0.174474E-02  -0.171268E-02   0.344508E-02   0.135252E-04   0.753010E-05  -0.394623E-04   0.111246E-03   0.746779E-05  -0.269686E-05
   0.610750E+01   0.000000E+00  -0.175344E-02  -0.172008E-02   0.346097E-02   0.139891E-04   0.782797E-05  -0.414616E-04   0.116306E-03   0.776590E-05  -0.277123E-05
   0.611000E+01   0.000000E+00  -0.176036E-02  -0.172561E-02   0.347359E-02   0.144490E-04   0.812702E-05  -0.435105E-04   0.121393E-03   0.806533E-05  -0.284495E-05
   0.611250E+01   0.000000E+00  -0.176582E-02  -0.172946E-02   0.348325E-02   0.149080E-04   0.842737E-05  -0.456046E-04   0.126512E-03   0.836610E-05  -0.291818E-05
   0.611500E+01   0.000000E+00  -0.177013E-02  -0.173214E-02   0.349023E-02   0.153672E-04   0.872915E-05  -0.477456E-04   0.131662E-03   0.866827E-05  -0.299144E-05
   0.611750E+01   0.000000E+00  -0.177329E-02  -0.173388E-02   0.349477E-02   0.158239E-04   0.903243E-05  -0.499399E-04   0.136842E-03   0.897195E-05  -0.306500E-05
   0.612000E+01   0.000000E+00  -0.177519E-02  -0.173444E-02   0.349712E-02   0.162760E-04   0.933721E-05  -0.521894E-04   0.142050E-03   0.927721E-05  -0.313857E-05
   0.612250E+01   0.000000E+00  -0.177600E-02  -0.173366E-02   0.349747E-02   0.167255E-04   0.964355E-05  -0.544889E-04   0.147290E-03   0.958412E-05  -0.321196E-05
   0.612500E+01   0.000000E+00  -0.177606E-02  -0.173193E-02   0.349602E-02   0.171757E-04   0.995161E-05  -0.568348E-04   0.152570E-03   0.989275E-05  -0.328561E-05
   0.612750E+01   0.000000E+00  -0.177548E-02  -0.172972E-02   0.349298E-02   0.176268E-04   0.102615E-04  -0.592314E-04   0.157890E-03   0.102032E-04  -0.336010E-05
   0.613000E+01   0.000000E+00  -0.177411E-02  -0.172696E-02   0.348847E-02   0.180751E-04   0.105732E-04  -0.616856E-04   0.163244E-03   0.105154E-04  -0.343536E-05
   0.613250E+01   0.000000E+00  -0.177191E-02  -0.172328E-02   0.348263E-02   0.185190E-04   0.108868E-04  -0.641977E-04   0.168632E-03   0.108296E-04  -0.351089E-05
   0.613500E+01   0.000000E+00  -0.176915E-02  -0.171872E-02   0.347562E-02   0.189621E-04   0.112024E-04  -0.667619E-04   0.174065E-03   0.111458E-04  -0.358679E-05
   0.613750E+01   0.000000E+00  -0.176605E-02  -0.171379E-02   0.346760E-02   0.194076E-04   0.115201E-04  -0.693756E-04   0.179550E-03   0.114642E-04  -0.366378E-05
   0.614000E+01   0.000000E+00  -0.176254E-02  -0.170873E-02   0.345863E-02   0.198538E-04   0.118400E-04  -0.720445E-04   0.185081E-03   0.117846E-04  -0.374217E-05
   0.614250E+01   0.000000E+00  -0.175849E-02  -0.170325E-02   0.344879E-02   0.202964E-04   0.121619E-04  -0.747765E-04   0.190652E-03   0.121072E-04  -0.382149E-05
   0.614500E+01   0.000000E+00  -0.175398E-02  -0.169707E-02   0.343822E-02   0.207357E-04   0.124862E-04  -0.775715E-04   0.196271E-03   0.124321E-04  -0.390140E-05
   0.614750E+01   0.000000E+00  -0.174924E-02  -0.169043E-02   0.342706E-02   0.211763E-04   0.128130E-04  -0.804218E-04   0.201952E-03   0.127596E-04  -0.398242E-05
   0.615000E+01   0.000000E+00  -0.174436E-02  -0.168378E-02   0.341532E-02   0.216204E-04   0.131422E-04  -0.833242E-04   0.207693E-03   0.130894E-04  -0.406523E-05
   0.615250E+01   0.000000E+00  -0.173920E-02  -0.167712E-02   0.340302E-02   0.220640E-04   0.134737E-04  -0.862884E-04   0.213485E-03   0.134215E-04  -0.414967E-05
   0.615500E+01   0.000000E+00  -0.173370E-02  -0.167010E-02   0.339030E-02   0.225037E-04   0.138080E-04  -0.893257E-04   0.219332E-03   0.137563E-04  -0.423517E-05
   0.615750E+01   0.000000E+00  -0.172803E-02  -0.166261E-02   0.337729E-02   0.229421E-04   0.141451E-04  -0.924318E-04   0.225247E-03   0.140941E-04  -0.432181E-05
   0.616000E+01   0.000000E+00  -0.172232E-02  -0.165499E-02   0.336399E-02   0.233840E-04   0.144849E-04  -0.955931E-04   0.231234E-03   0.144346E-04  -0.441036E-05
   0.616250E+01   0.000000E+00  -0.171653E-02  -0.164752E-02   0.335034E-02   0.238289E-04   0.148273E-04  -0.988107E-04   0.237286E-03   0.147776E-04  -0.450111E-05
   0.616500E+01   0.000000E+00  -0.171055E-02  -0.164005E-02   0.333645E-02   0.242719E-04   0.151726E-04  -0.102104E-03   0.243401E-03   0.151235E-04  -0.459355E-05
   0.616750E+01   0.000000E+00  -0.170444E-02  -0.163230E-02   0.332250E-02   0.247120E-04   0.155213E-04  -0.105482E-03   0.249594E-03   0.154727E-04  -0.468736E-05
   0.617000E+01   0.000000E+00  -0.169834E-02  -0.162433E-02   0.330850E-02   0.251536E-04   0.158732E-04  -0.108930E-03   0.255871E-03   0.158253E-04  -0.478310E-05
   0.617250E+01   0.000000E+00  -0.169227E-02  -0.161641E-02   0.329433E-02   0.255995E-04   0.162278E-04  -0.112432E-03   0.262223E-03   0.161807E-04  -0.488136E-05
   0.617500E+01   0.000000E+00  -0.168614E-02  -0.160869E-02   0.328001E-02   0.260469E-04   0.165855E-04  -0.116002E-03   0.268650E-03   0.165389E-04  -0.498196E-05
   0.617750E+01   0.000000E+00  -0.167995E-02  -0.160098E-02   0.326574E-02   0.264921E-04   0.169471E-04  -0.119669E-03   0.275165E-03   0.169009E-04  -0.508438E-05
   0.618000E+01   0.000000E+00  -0.167380E-02  -0.159309E-02   0.325166E-02   0.269367E-04   0.173126E-04  -0.123427E-03   0.281780E-03   0.172670E-04  -0.518882E-05
   0.618250E+01   0.000000E+00  -0.166772E-02  -0.158514E-02   0.323758E-02   0.273848E-04   0.176813E-04  -0.127250E-03   0.288483E-03   0.176365E-04  -0.529596E-05
   0.618500E+01   0.000000E+00  -0.166166E-02  -0.157736E-02   0.322338E-02   0.278365E-04   0.180529E-04  -0.131130E-03   0.295267E-03   0.180087E-04  -0.540593E-05
   0.618750E+01   0.000000E+00  -0.165561E-02  -0.156978E-02   0.320927E-02   0.282885E-04   0.184286E-04  -0.135103E-03   0.302148E-03   0.183848E-04  -0.551831E-05
   0.619000E+01   0.000000E+00  -0.164966E-02  -0.156224E-02   0.319548E-02   0.287398E-04   0.188091E-04  -0.139192E-03   0.309148E-03   0.187658E-04  -0.563299E-05
   0.619250E+01   0.000000E+00  -0.164381E-02  -0.155461E-02   0.318193E-02   0.291929E-04   0.191938E-04  -0.143372E-03   0.316258E-03   0.191511E-04  -0.575048E-05
   0.619500E+01   0.000000E+00  -0.163800E-02  -0.154702E-02   0.316836E-02   0.296497E-04   0.195815E-04  -0.147609E-03   0.323456E-03   0.195395E-04  -0.587119E-05
   0.619750E+01   0.000000E+00  -0.163224E-02  -0.153967E-02   0.315478E-02   0.301093E-04   0.199729E-04  -0.151920E-03   0.330751E-03   0.199314E-04  -0.599488E-05
   0.620000E+01   0.000000E+00  -0.162664E-02  -0.153255E-02   0.314153E-02   0.305698E-04   0.203697E-04  -0.156354E-03   0.338178E-03   0.203285E-04  -0.612130E-05
 
 
#                             |                                      symmetric part                                     ||              asymmetric part              |
   # EFERMI(eV)      omega(eV)             xx             yy             zz             xy             xz             yz              x              y              z
   0.590000E+01   0.250000E-02   0.171900E-01   0.168461E-01  -0.128854E-01   0.125162E-03   0.571548E-04  -0.164619E-04  -0.181106E-03   0.576335E-04  -0.260175E-04
   0.590250E+01   0.250000E-02   0.162681E-01   0.159164E-01  -0.125337E-01   0.121129E-03   0.524410E-04  -0.134905E-04  -0.214152E-03   0.533388E-04  -0.255904E-04
   0.590500E+01   0.250000E-02   0.146650E-01   0.144335E-01  -0.120703E-01   0.113091E-03   0.482636E-04  -0.423202E-04  -0.221062E-03   0.493138E-04  -0.242567E-04
   0.590750E+01   0.250000E-02   0.125984E-01   0.125868E-01  -0.115115E-01   0.101653E-03   0.445061E-04  -0.888452E-04  -0.206027E-03   0.454801E-04  -0.221246E-04
   0.591000E+01   0.250000E-02   0.103702E-01   0.106204E-01  -0.108792E-01   0.885765E-04   0.408124E-04  -0.134221E-03  -0.177419E-03   0.415764E-04  -0.195621E-04
   0.591250E+01   0.250000E-02   0.827512E-02   0.876801E-02  -0.101961E-01   0.757053E-04   0.368240E-04  -0.162910E-03  -0.144084E-03   0.373466E-04  -0.169882E-04
   0.591500E+01   0.250000E-02   0.651868E-02   0.719243E-02  -0.948087E-02   0.641565E-04   0.323666E-04  -0.168155E-03  -0.112642E-03   0.326892E-04  -0.146816E-04
   0.591750E+01   0.250000E-02   0.517698E-02   0.595210E-02  -0.874415E-02   0.541578E-04   0.275005E-04  -0.152592E-03  -0.869770E-04   0.276919E-04  -0.127128E-04
   0.592000E+01   0.250000E-02   0.421064E-02   0.500964E-02  -0.798386E-02   0.453992E-04   0.224544E-04  -0.124918E-03  -0.691156E-04   0.225763E-04  -0.109998E-04
   0.592250E+01   0.250000E-02   0.351497E-02   0.427316E-02  -0.718660E-02   0.374886E-04   0.175249E-04  -0.951805E-04  -0.598819E-04   0.176164E-04  -0.941410E-05
   0.592500E+01   0.250000E-02   0.297597E-02   0.364602E-02  -0.633703E-02   0.302202E-04   0.129965E-04  -0.709041E-04  -0.586251E-04   0.130751E-04  -0.786652E-05
   0.592750E+01   0.250000E-02   0.250792E-02   0.306156E-02  -0.543187E-02   0.236065E-04   0.909402E-05  -0.551768E-04  -0.627041E-04   0.916344E-05  -0.634191E-05
   0.593000E+01   0.250000E-02   0.206597E-02   0.249386E-02  -0.449013E-02   0.177771E-04   0.595440E-05  -0.468976E-04  -0.678627E-04   0.601276E-05  -0.488825E-05
   0.593250E+01   0.250000E-02   0.164025E-02   0.194944E-02  -0.355305E-02   0.128607E-04   0.361287E-05  -0.426028E-04  -0.697814E-04   0.365808E-05  -0.358082E-05
   0.593500E+01   0.250000E-02   0.124207E-02   0.145098E-02  -0.267370E-02   0.891265E-05   0.200746E-05  -0.387642E-04  -0.659191E-04   0.203941E-05  -0.248442E-05
   0.593750E+01   0.250000E-02   0.889934E-03   0.102206E-02  -0.190202E-02   0.589804E-05   0.100512E-05  -0.334019E-04  -0.564140E-04   0.102573E-05  -0.162975E-05
   0.594000E+01   0.250000E-02   0.599300E-03   0.677660E-03  -0.127198E-02   0.371155E-05   0.441872E-06  -0.264250E-04  -0.435468E-04   0.454033E-06  -0.100964E-05
   0.594250E+01   0.250000E-02   0.377030E-03   0.420671E-03  -0.795279E-03   0.220892E-05   0.161777E-06  -0.189385E-04  -0.303048E-04   0.168383E-06  -0.589691E-06
   0.594500E+01   0.250000E-02   0.220325E-03   0.243153E-03  -0.462325E-03   0.123521E-05   0.421820E-07  -0.122368E-04  -0.190278E-04   0.455064E-07  -0.323723E-06
   0.594750E+01   0.250000E-02   0.118940E-03   0.130136E-03  -0.248536E-03   0.644359E-06   0.128159E-08  -0.711844E-05  -0.107884E-04   0.284088E-08  -0.166258E-06
   0.595000E+01   0.250000E-02   0.590085E-04   0.641351E-04  -0.122899E-03   0.311334E-06  -0.740878E-08  -0.372716E-05  -0.552610E-05  -0.672421E-08  -0.794065E-07
   0.595250E+01   0.250000E-02   0.267743E-04   0.289540E-04  -0.556221E-04   0.138392E-06  -0.611247E-08  -0.175620E-05  -0.255690E-05  -0.583094E-08  -0.350360E-07
   0.595500E+01   0.250000E-02   0.110618E-04   0.119166E-04  -0.229353E-04   0.562565E-07  -0.338609E-08  -0.744385E-06  -0.106795E-05  -0.327796E-08  -0.141875E-07
   0.595750E+01   0.250000E-02   0.414495E-05   0.445225E-05  -0.858106E-05   0.208048E-07  -0.151556E-08  -0.283624E-06  -0.402202E-06  -0.147701E-08  -0.524112E-08
   0.596000E+01   0.250000E-02   0.140376E-05   0.150441E-05  -0.290266E-05   0.696932E-08  -0.578118E-09  -0.970492E-07  -0.136389E-06  -0.565458E-09  -0.175716E-08
