 #the tildeD tensor -- Eq. 12 of TAS17
 # in units of [ dimensionless ] 
#                             |                                      symmetric part                                     ||              asymmetric part              |
   # EFERMI(eV)      omega(eV)             xx             yy             zz             xy             xz             yz              x              y              z
   0.587250E+01   0.000000E+00   0.818021E-02   0.894785E-02  -0.133028E-01   0.252972E-03   0.635996E-04  -0.745072E-03   0.388274E-03   0.698971E-04  -0.350938E-04
   0.587500E+01   0.000000E+00   0.868073E-02   0.942184E-02  -0.132541E-01   0.233218E-03   0.664200E-04  -0.692587E-03   0.363152E-03   0.711973E-04  -0.334413E-04
   0.587750E+01   0.000000E+00   0.929468E-02   0.100000E-01  -0.132244E-01   0.213136E-03   0.691157E-04  -0.637193E-03   0.335007E-03   0.722492E-04  -0.318211E-04
   0.588000E+01   0.000000E+00   0.100421E-01   0.106995E-01  -0.132160E-01   0.193501E-03   0.715402E-04  -0.578144E-03   0.302906E-03   0.730379E-04  -0.302360E-04
   0.588250E+01   0.000000E+00   0.109416E-01   0.115376E-01  -0.132288E-01   0.175158E-03   0.734822E-04  -0.514363E-03   0.265263E-03   0.735075E-04  -0.287188E-04
   0.588500E+01   0.000000E+00   0.120022E-01   0.125211E-01  -0.132595E-01   0.158988E-03   0.746659E-04  -0.444414E-03   0.219745E-03   0.735442E-04  -0.273593E-04
   0.588750E+01   0.000000E+00   0.132069E-01   0.136252E-01  -0.133006E-01   0.145912E-03   0.747807E-04  -0.366714E-03   0.163786E-03   0.729675E-04  -0.263139E-04
   0.589000E+01   0.000000E+00   0.144907E-01   0.147709E-01  -0.133387E-01   0.136807E-03   0.735545E-04  -0.280583E-03   0.959429E-04   0.715592E-04  -0.257743E-04
   0.589250E+01   0.000000E+00   0.157237E-01   0.158175E-01  -0.133532E-01   0.132141E-03   0.708670E-04  -0.188482E-03   0.177638E-04   0.691508E-04  -0.258754E-04
   0.589500E+01   0.000000E+00   0.167120E-01   0.165817E-01  -0.133154E-01   0.131378E-03   0.668617E-04  -0.984466E-04  -0.647778E-04   0.657457E-04  -0.265605E-04
   0.589750E+01   0.000000E+00   0.172296E-01   0.168812E-01  -0.131937E-01   0.132568E-03   0.619817E-04  -0.242137E-04  -0.141530E-03   0.615932E-04  -0.274887E-04
   0.590000E+01   0.000000E+00   0.170832E-01   0.165887E-01  -0.129616E-01   0.132734E-03   0.568575E-04   0.190472E-04  -0.200778E-03   0.571305E-04  -0.280911E-04
   0.590250E+01   0.000000E+00   0.161850E-01   0.156748E-01  -0.126064E-01   0.129101E-03   0.520631E-04   0.222977E-04  -0.233565E-03   0.527898E-04  -0.278022E-04
   0.590500E+01   0.000000E+00   0.146006E-01   0.142228E-01  -0.121330E-01   0.120453E-03   0.478691E-04  -0.111683E-04  -0.237509E-03   0.487846E-04  -0.263438E-04
   0.590750E+01   0.000000E+00   0.125440E-01   0.124138E-01  -0.115594E-01   0.107632E-03   0.441567E-04  -0.656668E-04  -0.217689E-03   0.450265E-04  -0.238677E-04
   0.591000E+01   0.000000E+00   0.103182E-01   0.104837E-01  -0.109103E-01   0.928560E-04   0.405487E-04  -0.119842E-03  -0.183927E-03   0.412280E-04  -0.208526E-04
   0.591250E+01   0.000000E+00   0.822292E-02   0.866243E-02  -0.102109E-01   0.784114E-04   0.366589E-04  -0.155938E-03  -0.146371E-03   0.371038E-04  -0.178378E-04
   0.591500E+01   0.000000E+00   0.646855E-02   0.711256E-02  -0.948239E-02   0.656723E-04   0.322910E-04  -0.166098E-03  -0.112282E-03   0.325313E-04  -0.151823E-04
   0.591750E+01   0.000000E+00   0.513353E-02   0.589396E-02  -0.873659E-02   0.549112E-04   0.274937E-04  -0.153021E-03  -0.854703E-04   0.275899E-04  -0.129807E-04
   0.592000E+01   0.000000E+00   0.417736E-02   0.496985E-02  -0.797173E-02   0.457289E-04   0.224930E-04  -0.126138E-03  -0.674668E-04   0.225040E-04  -0.111337E-04
   0.592250E+01   0.000000E+00   0.349255E-02   0.424805E-02  -0.717365E-02   0.376086E-04   0.175881E-04  -0.963290E-04  -0.585539E-04   0.175565E-04  -0.948022E-05
   0.592500E+01   0.000000E+00   0.296260E-02   0.363151E-02  -0.632565E-02   0.302449E-04   0.130680E-04  -0.717055E-04  -0.577078E-04   0.130197E-04  -0.790130E-05
   0.592750E+01   0.000000E+00   0.250075E-02   0.305383E-02  -0.542308E-02   0.235908E-04   0.916193E-05  -0.556481E-04  -0.621187E-04   0.911186E-05  -0.636248E-05
   0.593000E+01   0.000000E+00   0.206241E-02   0.248996E-02  -0.448394E-02   0.177470E-04   0.601159E-05  -0.471419E-04  -0.674979E-04   0.596754E-05  -0.490167E-05
   0.593250E+01   0.000000E+00   0.163853E-02   0.194748E-02  -0.354897E-02   0.128288E-04   0.365632E-05  -0.427149E-04  -0.695510E-04   0.362184E-05  -0.358989E-05
   0.593500E+01   0.000000E+00   0.124119E-02   0.144993E-02  -0.267113E-02   0.888506E-05   0.203746E-05  -0.388074E-04  -0.657702E-04   0.201308E-05  -0.249042E-05
   0.593750E+01   0.000000E+00   0.889448E-03   0.102146E-02  -0.190044E-02   0.587709E-05   0.102402E-05  -0.334125E-04  -0.563170E-04   0.100835E-05  -0.163353E-05
   0.594000E+01   0.000000E+00   0.599009E-03   0.677299E-03  -0.127103E-02   0.369720E-05   0.452749E-06  -0.264225E-04  -0.434848E-04   0.443563E-06  -0.101187E-05
   0.594250E+01   0.000000E+00   0.376852E-03   0.420452E-03  -0.794727E-03   0.219996E-05   0.167513E-06  -0.189324E-04  -0.302668E-04   0.162576E-06  -0.590914E-06
   0.594500E+01   0.000000E+00   0.220220E-03   0.243026E-03  -0.462015E-03   0.123007E-05   0.449623E-07  -0.122312E-04  -0.190058E-04   0.425161E-07  -0.324340E-06
   0.594750E+01   0.000000E+00   0.118882E-03   0.130066E-03  -0.248371E-03   0.641653E-06   0.252355E-08  -0.711459E-05  -0.107767E-04   0.140003E-08  -0.166543E-06
   0.595000E+01   0.000000E+00   0.589781E-04   0.640994E-04  -0.122816E-03   0.310024E-06  -0.689583E-08  -0.372493E-05  -0.552026E-05  -0.737643E-08  -0.795248E-07
   0.595250E+01   0.000000E+00   0.267600E-04   0.289372E-04  -0.555840E-04   0.137811E-06  -0.591614E-08  -0.175507E-05  -0.255424E-05  -0.610807E-08  -0.350799E-07
   0.595500E+01   0.000000E+00   0.110556E-04   0.119095E-04  -0.229191E-04   0.560205E-07  -0.331638E-08  -0.743883E-06  -0.106685E-05  -0.338789E-08  -0.142018E-07
   0.595750E+01   0.000000E+00   0.414252E-05   0.444946E-05  -0.857478E-05   0.207176E-07  -0.149262E-08  -0.283424E-06  -0.401787E-06  -0.151738E-08  -0.524502E-08
   0.596000E+01   0.000000E+00   0.140290E-05   0.150343E-05  -0.290046E-05   0.694013E-08  -0.571141E-09  -0.969783E-07  -0.136247E-06  -0.579062E-09  -0.175801E-08
   0.596250E+01   0.000000E+00   0.428111E-06   0.457964E-06  -0.884258E-06   0.209823E-08  -0.190082E-09  -0.297663E-07  -0.415345E-07  -0.192407E-09  -0.532462E-09
   0.596500E+01   0.000000E+00   0.117415E-06   0.125419E-06  -0.242329E-06   0.570803E-09  -0.556058E-10  -0.818579E-08  -0.113640E-07  -0.562274E-10  -0.145216E-09
   0.596750E+01   0.000000E+00   0.288778E-07   0.308088E-07  -0.595603E-07   0.139374E-09  -0.143728E-10  -0.201439E-08  -0.278616E-08  -0.145233E-10  -0.355594E-10
   0.597000E+01   0.000000E+00   0.635697E-08   0.677501E-08  -0.131038E-07   0.304816E-10  -0.329105E-11  -0.443053E-09  -0.611194E-09  -0.332397E-11  -0.780011E-11
   0.597250E+01   0.000000E+00   0.125048E-08   0.133152E-08  -0.257637E-08   0.596059E-11  -0.668433E-12  -0.869970E-10  -0.119798E-09  -0.674843E-12  -0.152979E-11
   0.597500E+01   0.000000E+00   0.219501E-09   0.233543E-09  -0.452044E-09   0.104063E-11  -0.120461E-12  -0.152348E-10  -0.209549E-10  -0.121619E-12  -0.267834E-12
   0.597750E+01   0.000000E+00   0.343402E-10   0.365109E-10  -0.706933E-10   0.161979E-12  -0.192925E-13  -0.237680E-11  -0.326707E-11  -0.194535E-13  -0.417928E-13
   0.598000E+01   0.000000E+00   0.478216E-11   0.508133E-11  -0.984150E-11   0.224515E-13  -0.275282E-14  -0.330105E-12  -0.453488E-12  -0.274203E-14  -0.581051E-14
   0.598250E+01   0.000000E+00   0.591489E-12   0.628181E-12  -0.121706E-11   0.276656E-14  -0.344906E-15  -0.408256E-13  -0.560393E-13  -0.347313E-15  -0.716760E-15
   0.598500E+01   0.000000E+00   0.644509E-13   0.684118E-13  -0.132587E-12   0.303643E-15  -0.412862E-16  -0.445448E-14  -0.609815E-14  -0.345612E-16  -0.782002E-16
   0.598750E+01   0.000000E+00   0.578784E-14   0.610272E-14  -0.118706E-13   0.272280E-16  -0.384067E-17  -0.494187E-15  -0.641926E-15  -0.281011E-17  -0.654399E-17
   0.599000E+01   0.000000E+00  -0.966894E-15  -0.946843E-15   0.203933E-14   0.562779E-17   0.170128E-17  -0.116434E-15  -0.116038E-15   0.169806E-17  -0.134096E-17
   0.599250E+01   0.000000E+00  -0.155362E-13  -0.153333E-13   0.310566E-13   0.497672E-16   0.231059E-16  -0.122756E-15   0.216604E-15   0.234639E-16  -0.138986E-16
   0.599500E+01   0.000000E+00  -0.145055E-12  -0.143639E-12   0.288810E-12   0.464329E-15   0.214844E-15  -0.144343E-14   0.161911E-14   0.219325E-15  -0.129232E-15
   0.599750E+01   0.000000E+00  -0.119292E-11  -0.118157E-11   0.236999E-11   0.381623E-14   0.176925E-14  -0.113748E-13   0.141223E-13   0.180464E-14  -0.106267E-14
   0.600000E+01   0.000000E+00  -0.870377E-11  -0.862313E-11   0.172607E-10   0.278604E-13   0.129216E-13  -0.844507E-13   0.102011E-12   0.131782E-13  -0.775483E-14
   0.600250E+01   0.000000E+00  -0.564606E-10  -0.559478E-10   0.111841E-09   0.180939E-12   0.839828E-13  -0.553639E-12   0.659502E-12   0.856727E-13  -0.503504E-13
   0.600500E+01   0.000000E+00  -0.326074E-09  -0.323151E-09   0.645504E-09   0.104678E-11   0.486328E-12  -0.321472E-11   0.381979E-11   0.496262E-12  -0.291105E-12
   0.600750E+01   0.000000E+00  -0.167859E-08  -0.166366E-08   0.332209E-08   0.540159E-11   0.251236E-11  -0.165862E-10   0.198060E-10   0.256409E-11  -0.150063E-11
   0.601000E+01   0.000000E+00  -0.771293E-08  -0.764459E-08   0.152637E-07   0.248944E-10   0.115930E-10  -0.762196E-10   0.919679E-10   0.118323E-10  -0.690632E-11
   0.601250E+01   0.000000E+00  -0.316810E-07  -0.314007E-07   0.626982E-07   0.102626E-09   0.478536E-10  -0.312712E-09   0.382709E-09   0.488389E-10  -0.284204E-10
   0.601500E+01   0.000000E+00  -0.116528E-06  -0.115498E-06   0.230629E-06   0.379092E-09   0.177006E-09  -0.114820E-08   0.142899E-08   0.180629E-09  -0.104757E-09
   0.601750E+01   0.000000E+00  -0.384570E-06  -0.381170E-06   0.761170E-06   0.125727E-08   0.587901E-09  -0.378211E-08   0.479632E-08   0.599835E-09  -0.346562E-09
   0.602000E+01   0.000000E+00  -0.114138E-05  -0.113129E-05   0.225916E-05   0.375260E-08   0.175756E-08  -0.112041E-07   0.145059E-07   0.179288E-08  -0.103144E-08
   0.602250E+01   0.000000E+00  -0.305459E-05  -0.302762E-05   0.604619E-05   0.101078E-07   0.474283E-08  -0.299321E-07   0.396494E-07   0.483708E-08  -0.276928E-08
   0.602500E+01   0.000000E+00  -0.739459E-05  -0.732939E-05   0.146371E-04   0.246510E-07   0.115914E-07  -0.723386E-07   0.982954E-07   0.118189E-07  -0.672895E-08
   0.602750E+01   0.000000E+00  -0.162525E-04  -0.161093E-04   0.321721E-04   0.546449E-07   0.257577E-07  -0.158739E-06   0.221936E-06   0.262560E-07  -0.148537E-07
   0.603000E+01   0.000000E+00  -0.325722E-04  -0.322854E-04   0.644807E-04   0.110604E-06   0.522786E-07  -0.317681E-06   0.458521E-06   0.532737E-07  -0.299192E-07
   0.603250E+01   0.000000E+00  -0.598237E-04  -0.592968E-04   0.118435E-03   0.205481E-06   0.974242E-07  -0.582846E-06   0.871434E-06   0.992437E-07  -0.552743E-07
   0.603500E+01   0.000000E+00  -0.101270E-03  -0.100378E-03   0.200497E-03   0.352465E-06   0.167696E-06  -0.986228E-06   0.153264E-05   0.170760E-06  -0.942090E-07
   0.603750E+01   0.000000E+00  -0.159022E-03  -0.157619E-03   0.314853E-03   0.561911E-06   0.268394E-06  -0.154947E-05   0.251090E-05   0.273176E-06  -0.149107E-06
   0.604000E+01   0.000000E+00  -0.233269E-03  -0.231207E-03   0.461885E-03   0.838596E-06   0.402299E-06  -0.227704E-05   0.385900E-05   0.409268E-06  -0.220720E-06
   0.604250E+01   0.000000E+00  -0.322066E-03  -0.319207E-03   0.637751E-03   0.118055E-05   0.569052E-06  -0.315481E-05   0.560473E-05   0.578604E-06  -0.307909E-06
   0.604500E+01   0.000000E+00  -0.421775E-03  -0.418009E-03   0.835248E-03   0.157991E-05   0.765478E-06  -0.415488E-05   0.774877E-05   0.777883E-06  -0.407962E-06
   0.604750E+01   0.000000E+00  -0.527949E-03  -0.523200E-03   0.104556E-02   0.202528E-05   0.986629E-06  -0.524411E-05   0.102694E-04   0.100201E-05  -0.517318E-06
   0.605000E+01   0.000000E+00  -0.636244E-03  -0.630464E-03   0.126009E-02   0.250434E-05   0.122703E-05  -0.639200E-05   0.131311E-04   0.124539E-05  -0.632348E-06
   0.605250E+01   0.000000E+00  -0.743060E-03  -0.736224E-03   0.147171E-02   0.300606E-05   0.148167E-05  -0.757533E-05   0.162938E-04   0.150289E-05  -0.749923E-06
   0.605500E+01   0.000000E+00  -0.845815E-03  -0.837909E-03   0.167530E-02   0.352187E-05   0.174650E-05  -0.877995E-05   0.197179E-04   0.177039E-05  -0.867689E-06
   0.605750E+01   0.000000E+00  -0.942891E-03  -0.933910E-03   0.186761E-02   0.404564E-05   0.201849E-05  -0.100004E-04   0.233666E-04   0.204481E-05  -0.984064E-06
   0.606000E+01   0.000000E+00  -0.103341E-02  -0.102336E-02   0.204688E-02   0.457289E-05   0.229551E-05  -0.112371E-04   0.272075E-04   0.232402E-05  -0.109808E-05
   0.606250E+01   0.000000E+00  -0.111700E-02  -0.110589E-02   0.221241E-02   0.510037E-05   0.257610E-05  -0.124923E-04   0.312137E-04   0.260654E-05  -0.120915E-05
   0.606500E+01   0.000000E+00  -0.119362E-02  -0.118143E-02   0.236414E-02   0.562631E-05   0.285924E-05  -0.137688E-04   0.353630E-04   0.289140E-05  -0.131698E-05
   0.606750E+01   0.000000E+00  -0.126349E-02  -0.125020E-02   0.250242E-02   0.615012E-05   0.314425E-05  -0.150704E-04   0.396357E-04   0.317788E-05  -0.142153E-05
   0.607000E+01   0.000000E+00  -0.132693E-02  -0.131254E-02   0.262785E-02   0.667102E-05   0.343068E-05  -0.164030E-04   0.440132E-04   0.346554E-05  -0.152288E-05
   0.607250E+01   0.000000E+00  -0.138430E-02  -0.136880E-02   0.274115E-02   0.718761E-05   0.371818E-05  -0.177711E-04   0.484802E-04   0.375409E-05  -0.162113E-05
   0.607500E+01   0.000000E+00  -0.143592E-02  -0.141932E-02   0.284311E-02   0.769925E-05   0.400654E-05  -0.191759E-04   0.530263E-04   0.404334E-05  -0.171636E-05
   0.607750E+01   0.000000E+00  -0.148223E-02  -0.146447E-02   0.293453E-02   0.820695E-05   0.429562E-05  -0.206180E-04   0.576425E-04   0.433318E-05  -0.180875E-05
   0.608000E+01   0.000000E+00  -0.152371E-02  -0.150474E-02   0.301620E-02   0.871152E-05   0.458538E-05  -0.221007E-04   0.623188E-04   0.462350E-05  -0.189857E-05
   0.608250E+01   0.000000E+00  -0.156074E-02  -0.154058E-02   0.308888E-02   0.921181E-05   0.487578E-05  -0.236285E-04   0.670454E-04   0.491430E-05  -0.198611E-05
   0.608500E+01   0.000000E+00  -0.159361E-02  -0.157228E-02   0.315331E-02   0.970645E-05   0.516679E-05  -0.252022E-04   0.718170E-04   0.520563E-05  -0.207147E-05
   0.608750E+01   0.000000E+00  -0.162261E-02  -0.160005E-02   0.321018E-02   0.101964E-04   0.545841E-05  -0.268196E-04   0.766315E-04   0.549752E-05  -0.215474E-05
   0.609000E+01   0.000000E+00  -0.164816E-02  -0.162429E-02   0.326012E-02   0.106840E-04   0.575073E-05  -0.284803E-04   0.814856E-04   0.578998E-05  -0.223619E-05
   0.609250E+01   0.000000E+00  -0.167067E-02  -0.164546E-02   0.330375E-02   0.111690E-04   0.604380E-05  -0.301880E-04   0.863735E-04   0.608305E-05  -0.231618E-05
   0.609500E+01   0.000000E+00  -0.169033E-02  -0.166385E-02   0.334160E-02   0.116493E-04   0.633766E-05  -0.319458E-04   0.912906E-04   0.637685E-05  -0.239490E-05
   0.609750E+01   0.000000E+00  -0.170726E-02  -0.167952E-02   0.337419E-02   0.121242E-04   0.663235E-05  -0.337522E-04   0.962371E-04   0.667147E-05  -0.247232E-05
   0.610000E+01   0.000000E+00  -0.172171E-02  -0.169259E-02   0.340200E-02   0.125964E-04   0.692794E-05  -0.356039E-04   0.101215E-03   0.696697E-05  -0.254853E-05
   0.610250E+01   0.000000E+00  -0.173411E-02  -0.170348E-02   0.342546E-02   0.130677E-04   0.722455E-05  -0.375007E-04   0.106223E-03   0.726337E-05  -0.262388E-05
   0.610500E+01   0.000000E+00  -0.174467E-02  -0.171261E-02   0.344495E-02   0.135367E-04   0.752226E-05  -0.394473E-04   0.111257E-03   0.756078E-05  -0.269874E-05
   0.610750E+01   0.000000E+00  -0.175338E-02  -0.172002E-02   0.346084E-02   0.140008E-04   0.782111E-05  -0.414466E-04   0.116317E-03   0.785933E-05  -0.277313E-05
   0.611000E+01   0.000000E+00  -0.176029E-02  -0.172555E-02   0.347348E-02   0.144608E-04   0.812114E-05  -0.434955E-04   0.121404E-03   0.815909E-05  -0.284686E-05
   0.611250E+01   0.000000E+00  -0.176576E-02  -0.172940E-02   0.348314E-02   0.149200E-04   0.842245E-05  -0.455896E-04   0.126523E-03   0.846010E-05  -0.292010E-05
   0.611500E+01   0.000000E+00  -0.177007E-02  -0.173209E-02   0.349012E-02   0.153793E-04   0.872518E-05  -0.477306E-04   0.131673E-03   0.876244E-05  -0.299338E-05
   0.611750E+01   0.000000E+00  -0.177324E-02  -0.173383E-02   0.349467E-02   0.158362E-04   0.902940E-05  -0.499248E-04   0.136853E-03   0.906620E-05  -0.306695E-05
   0.612000E+01   0.000000E+00  -0.177514E-02  -0.173439E-02   0.349702E-02   0.162884E-04   0.933511E-05  -0.521743E-04   0.142060E-03   0.937150E-05  -0.314052E-05
   0.612250E+01   0.000000E+00  -0.177595E-02  -0.173361E-02   0.349738E-02   0.167379E-04   0.964236E-05  -0.544739E-04   0.147301E-03   0.967837E-05  -0.321392E-05
   0.612500E+01   0.000000E+00  -0.177601E-02  -0.173189E-02   0.349594E-02   0.171884E-04   0.995131E-05  -0.568198E-04   0.152581E-03   0.998692E-05  -0.328758E-05
   0.612750E+01   0.000000E+00  -0.177543E-02  -0.172968E-02   0.349289E-02   0.176396E-04   0.102621E-04  -0.592164E-04   0.157900E-03   0.102972E-04  -0.336209E-05
   0.613000E+01   0.000000E+00  -0.177406E-02  -0.172692E-02   0.348839E-02   0.180880E-04   0.105747E-04  -0.616706E-04   0.163254E-03   0.106093E-04  -0.343735E-05
   0.613250E+01   0.000000E+00  -0.177187E-02  -0.172325E-02   0.348255E-02   0.185320E-04   0.108891E-04  -0.641827E-04   0.168642E-03   0.109232E-04  -0.351288E-05
   0.613500E+01   0.000000E+00  -0.176911E-02  -0.171869E-02   0.347555E-02   0.189751E-04   0.112055E-04  -0.667470E-04   0.174075E-03   0.112392E-04  -0.358879E-05
   0.613750E+01   0.000000E+00  -0.176601E-02  -0.171375E-02   0.346753E-02   0.194207E-04   0.115240E-04  -0.693607E-04   0.179559E-03   0.115573E-04  -0.366578E-05
   0.614000E+01   0.000000E+00  -0.176251E-02  -0.170870E-02   0.345856E-02   0.198671E-04   0.118446E-04  -0.720296E-04   0.185090E-03   0.118774E-04  -0.374418E-05
   0.614250E+01   0.000000E+00  -0.175846E-02  -0.170323E-02   0.344873E-02   0.203098E-04   0.121674E-04  -0.747616E-04   0.190661E-03   0.121996E-04  -0.382350E-05
   0.614500E+01   0.000000E+00  -0.175394E-02  -0.169705E-02   0.343816E-02   0.207491E-04   0.124924E-04  -0.775567E-04   0.196280E-03   0.125241E-04  -0.390341E-05
   0.614750E+01   0.000000E+00  -0.174921E-02  -0.169041E-02   0.342700E-02   0.211898E-04   0.128199E-04  -0.804070E-04   0.201961E-03   0.128512E-04  -0.398444E-05
   0.615000E+01   0.000000E+00  -0.174433E-02  -0.168376E-02   0.341527E-02   0.216340E-04   0.131498E-04  -0.833094E-04   0.207702E-03   0.131807E-04  -0.406726E-05
   0.615250E+01   0.000000E+00  -0.173917E-02  -0.167710E-02   0.340297E-02   0.220778E-04   0.134820E-04  -0.862736E-04   0.213494E-03   0.135124E-04  -0.415170E-05
   0.615500E+01   0.000000E+00  -0.173367E-02  -0.167008E-02   0.339025E-02   0.225175E-04   0.138169E-04  -0.893109E-04   0.219340E-03   0.138467E-04  -0.423719E-05
   0.615750E+01   0.000000E+00  -0.172800E-02  -0.166259E-02   0.337724E-02   0.229559E-04   0.141547E-04  -0.924170E-04   0.225254E-03   0.141840E-04  -0.432384E-05
   0.616000E+01   0.000000E+00  -0.172229E-02  -0.165497E-02   0.336394E-02   0.233979E-04   0.144951E-04  -0.955784E-04   0.231242E-03   0.145241E-04  -0.441240E-05
   0.616250E+01   0.000000E+00  -0.171650E-02  -0.164751E-02   0.335030E-02   0.238430E-04   0.148381E-04  -0.987960E-04   0.237293E-03   0.148666E-04  -0.450316E-05
   0.616500E+01   0.000000E+00  -0.171052E-02  -0.164004E-02   0.333641E-02   0.242861E-04   0.151840E-04  -0.102089E-03   0.243408E-03   0.152120E-04  -0.459559E-05
   0.616750E+01   0.000000E+00  -0.170442E-02  -0.163229E-02   0.332246E-02   0.247262E-04   0.155333E-04  -0.105468E-03   0.249601E-03   0.155607E-04  -0.468940E-05
