 #orbital part of the K tensor -- Eq. 3 of TAS17
 # in units of [ Ampere ] 
#                             |                                      symmetric part                                     ||              asymmetric part              |
   # EFERMI(eV)      omega(eV)             xx             yy             zz             xy             xz             yz              x              y              z
   0.586000E+01   0.000000E+00   0.673046E-06   0.729344E-06  -0.172614E-06  -0.626618E-08  -0.668470E-09  -0.832871E-08  -0.614487E-07  -0.635064E-08  -0.490231E-10
   0.586250E+01   0.000000E+00   0.658178E-06   0.712329E-06  -0.173887E-06  -0.571969E-08  -0.522571E-09  -0.768152E-08  -0.615812E-07  -0.572410E-08  -0.119213E-09
   0.586500E+01   0.000000E+00   0.642831E-06   0.694951E-06  -0.174934E-06  -0.513777E-08  -0.383659E-09  -0.693309E-08  -0.617350E-07  -0.503840E-08  -0.206212E-09
   0.586750E+01   0.000000E+00   0.626994E-06   0.677221E-06  -0.175757E-06  -0.453282E-08  -0.256569E-09  -0.608622E-08  -0.618985E-07  -0.430688E-08  -0.307770E-09
   0.587000E+01   0.000000E+00   0.610632E-06   0.659111E-06  -0.176353E-06  -0.392524E-08  -0.147701E-09  -0.514100E-08  -0.620679E-07  -0.354778E-08  -0.422034E-09
   0.587250E+01   0.000000E+00   0.593659E-06   0.640528E-06  -0.176724E-06  -0.334298E-08  -0.627330E-10  -0.410092E-08  -0.622426E-07  -0.278154E-08  -0.548465E-09
   0.587500E+01   0.000000E+00   0.575967E-06   0.621358E-06  -0.176877E-06  -0.282038E-08  -0.480977E-11  -0.297933E-08  -0.624181E-07  -0.203017E-08  -0.686715E-09
   0.587750E+01   0.000000E+00   0.557480E-06   0.601505E-06  -0.176842E-06  -0.239607E-08   0.268540E-10  -0.180493E-08  -0.625809E-07  -0.131791E-08  -0.833116E-09
   0.588000E+01   0.000000E+00   0.538147E-06   0.580889E-06  -0.176680E-06  -0.210948E-08   0.378104E-10  -0.625171E-09  -0.627060E-07  -0.671566E-09  -0.975811E-09
   0.588250E+01   0.000000E+00   0.517916E-06   0.559428E-06  -0.176485E-06  -0.199520E-08   0.381536E-10   0.494890E-09  -0.627577E-07  -0.119117E-09  -0.109146E-08
   0.588500E+01   0.000000E+00   0.496733E-06   0.537041E-06  -0.176370E-06  -0.207389E-08   0.406897E-10   0.148110E-08  -0.626955E-07   0.314495E-09  -0.114753E-08
   0.588750E+01   0.000000E+00   0.474544E-06   0.513666E-06  -0.176450E-06  -0.234060E-08   0.574109E-10   0.226696E-08  -0.624805E-07   0.613727E-09  -0.111236E-08
   0.589000E+01   0.000000E+00   0.451266E-06   0.489226E-06  -0.176794E-06  -0.275491E-08   0.951807E-10   0.281565E-08  -0.620804E-07   0.778444E-09  -0.970079E-09
   0.589250E+01   0.000000E+00   0.426680E-06   0.463488E-06  -0.177376E-06  -0.324046E-08   0.152548E-09   0.313947E-08  -0.614674E-07   0.826139E-09  -0.732153E-09
   0.589500E+01   0.000000E+00   0.400327E-06   0.435927E-06  -0.177999E-06  -0.369879E-08   0.219676E-09   0.330539E-08  -0.606094E-07   0.788159E-09  -0.437276E-09
   0.589750E+01   0.000000E+00   0.371535E-06   0.405748E-06  -0.178223E-06  -0.403507E-08   0.281956E-09   0.341765E-08  -0.594620E-07   0.700940E-09  -0.138000E-09
   0.590000E+01   0.000000E+00   0.339681E-06   0.372213E-06  -0.177339E-06  -0.418537E-08   0.325624E-09   0.358011E-08  -0.579745E-07   0.596198E-09   0.118526E-09
   0.590250E+01   0.000000E+00   0.304609E-06   0.335164E-06  -0.174422E-06  -0.413278E-08   0.342434E-09   0.385614E-08  -0.561103E-07   0.494487E-09   0.304698E-09
   0.590500E+01   0.000000E+00   0.266976E-06   0.295400E-06  -0.168505E-06  -0.390512E-08   0.331226E-09   0.424830E-08  -0.538719E-07   0.404231E-09   0.415121E-09
   0.590750E+01   0.000000E+00   0.228217E-06   0.254593E-06  -0.158852E-06  -0.355674E-08   0.296436E-09   0.470703E-08  -0.513049E-07   0.325230E-09   0.459813E-09
   0.591000E+01   0.000000E+00   0.190088E-06   0.214700E-06  -0.145217E-06  -0.314501E-08   0.245320E-09   0.515583E-08  -0.484743E-07   0.253827E-09   0.454781E-09
   0.591250E+01   0.000000E+00   0.154055E-06   0.177256E-06  -0.128001E-06  -0.271326E-08   0.185650E-09   0.551168E-08  -0.454221E-07   0.187077E-09   0.415514E-09
   0.591500E+01   0.000000E+00   0.120942E-06   0.142999E-06  -0.108210E-06  -0.228585E-08   0.124473E-09   0.569102E-08  -0.421334E-07   0.124576E-09   0.354650E-09
   0.591750E+01   0.000000E+00   0.910075E-07   0.111997E-06  -0.872477E-07  -0.187353E-08   0.675579E-10   0.561091E-08  -0.385370E-07   0.681190E-10   0.282174E-09
   0.592000E+01   0.000000E+00   0.643237E-07   0.840832E-07  -0.666081E-07  -0.148237E-08   0.190790E-10   0.520296E-08  -0.345437E-07   0.202752E-10   0.206251E-09
   0.592250E+01   0.000000E+00   0.411113E-07   0.592764E-07  -0.476035E-07  -0.112038E-08  -0.185347E-10   0.444540E-08  -0.301126E-07  -0.169517E-10   0.133771E-09
   0.592500E+01   0.000000E+00   0.218255E-07   0.379266E-07  -0.311917E-07  -0.798942E-09  -0.444688E-10   0.339692E-08  -0.253150E-07  -0.427541E-10   0.704444E-10
   0.592750E+01   0.000000E+00   0.696855E-08   0.205755E-07  -0.179285E-07  -0.530047E-09  -0.591762E-10   0.220405E-08  -0.203599E-07  -0.575096E-10   0.205010E-10
   0.593000E+01   0.000000E+00  -0.321409E-08   0.765238E-08  -0.800155E-08  -0.321688E-09  -0.640220E-10   0.106447E-08  -0.155588E-07  -0.625197E-10  -0.138463E-10
   0.593250E+01   0.000000E+00  -0.896061E-08  -0.809970E-09  -0.128725E-08  -0.174480E-09  -0.610354E-10   0.158650E-09  -0.112396E-07  -0.597673E-10  -0.328008E-10
   0.593500E+01   0.000000E+00  -0.110218E-07  -0.529867E-08   0.259781E-08  -0.812399E-10  -0.526955E-10  -0.413744E-09  -0.764929E-08  -0.516927E-10  -0.388520E-10
   0.593750E+01   0.000000E+00  -0.104922E-07  -0.673370E-08   0.423959E-08  -0.294868E-10  -0.416242E-10  -0.657231E-09  -0.489485E-08  -0.408832E-10  -0.359826E-10
   0.594000E+01   0.000000E+00  -0.853810E-08  -0.622792E-08   0.433816E-08  -0.532680E-11  -0.301801E-10  -0.656115E-09  -0.294172E-08  -0.296704E-10  -0.284887E-10
   0.594250E+01   0.000000E+00  -0.614355E-08  -0.481303E-08   0.358664E-08   0.320945E-11  -0.200875E-10  -0.523776E-09  -0.165850E-08  -0.197624E-10  -0.199082E-10
   0.594500E+01   0.000000E+00  -0.396322E-08  -0.324499E-08   0.255105E-08   0.450431E-11  -0.122543E-10  -0.356828E-09  -0.875534E-09  -0.120627E-10  -0.124529E-10
   0.594750E+01   0.000000E+00  -0.230516E-08  -0.194234E-08   0.159732E-08   0.335969E-11  -0.683530E-11  -0.213036E-09  -0.431489E-09  -0.673151E-11  -0.701826E-11
   0.595000E+01   0.000000E+00  -0.121100E-08  -0.104013E-08   0.889021E-09   0.195256E-11  -0.347618E-11  -0.112903E-09  -0.197688E-09  -0.342466E-11  -0.357383E-11
   0.595250E+01   0.000000E+00  -0.574492E-09  -0.499886E-09   0.441657E-09   0.961378E-12  -0.160700E-11  -0.534637E-10  -0.837712E-10  -0.158366E-11  -0.164551E-11
   0.595500E+01   0.000000E+00  -0.245809E-09  -0.215806E-09   0.196156E-09   0.413684E-12  -0.673290E-12  -0.226933E-10  -0.326545E-10  -0.663674E-12  -0.684706E-12
   0.595750E+01   0.000000E+00  -0.947044E-10  -0.836639E-10   0.779103E-10   0.157739E-12  -0.254935E-12  -0.864496E-11  -0.116463E-10  -0.251345E-12  -0.257168E-12
   0.596000E+01   0.000000E+00  -0.327962E-10  -0.291008E-10   0.276646E-10   0.536423E-13  -0.870080E-13  -0.295585E-11  -0.378166E-11  -0.857973E-13  -0.870426E-13
   0.596250E+01   0.000000E+00  -0.101903E-10  -0.907099E-11   0.877630E-11   0.163151E-13  -0.267034E-13  -0.906550E-12  -0.111310E-11  -0.263355E-13  -0.265019E-13
   0.596500E+01   0.000000E+00  -0.283626E-11  -0.253069E-11   0.248549E-11   0.444189E-14  -0.735428E-14  -0.249151E-12  -0.295884E-12  -0.725380E-14  -0.724547E-14
   0.596750E+01   0.000000E+00  -0.706058E-12  -0.631124E-12   0.627866E-12   0.108235E-14  -0.181417E-14  -0.612903E-13  -0.708094E-13  -0.178956E-14  -0.177563E-14
   0.597000E+01   0.000000E+00  -0.156993E-12  -0.140530E-12   0.141357E-12   0.235881E-15  -0.400200E-15  -0.134791E-13  -0.152163E-13  -0.394804E-15  -0.389437E-15
   0.597250E+01   0.000000E+00  -0.311421E-13  -0.279080E-13   0.283415E-13   0.459330E-16  -0.788379E-16  -0.264705E-14  -0.292973E-14  -0.777801E-16  -0.763289E-16
   0.597500E+01   0.000000E+00  -0.550526E-14  -0.493819E-14   0.505665E-14   0.798517E-17  -0.138518E-16  -0.463689E-15  -0.504483E-15  -0.136668E-16  -0.133524E-16
   0.597750E+01   0.000000E+00  -0.866482E-15  -0.777856E-15   0.802323E-15   0.123760E-17  -0.216830E-17  -0.723826E-16  -0.775609E-16  -0.214024E-17  -0.208193E-17
   0.598000E+01   0.000000E+00  -0.121304E-15  -0.108977E-15   0.113134E-15   0.171042E-18  -0.301760E-18  -0.100564E-16  -0.106317E-16  -0.298365E-18  -0.289022E-18
   0.598250E+01   0.000000E+00  -0.150810E-16  -0.135568E-16   0.141640E-16   0.208929E-19  -0.373908E-19  -0.123877E-17  -0.129278E-17  -0.368937E-19  -0.356016E-19
   0.598500E+01   0.000000E+00  -0.165348E-17  -0.148764E-17   0.156528E-17   0.214414E-20  -0.403891E-20  -0.134162E-18  -0.137809E-18  -0.410154E-20  -0.378858E-20
   0.598750E+01   0.000000E+00  -0.153150E-18  -0.136978E-18   0.145688E-18   0.156607E-21  -0.351310E-21  -0.103834E-19  -0.104507E-19  -0.370198E-21  -0.341735E-21
   0.599000E+01   0.000000E+00  -0.312793E-19  -0.302918E-19   0.368317E-19  -0.105785E-21  -0.629683E-22   0.212736E-21   0.325429E-21  -0.625444E-22  -0.668693E-22
   0.599250E+01   0.000000E+00  -0.270734E-18  -0.268366E-18   0.324516E-18  -0.130740E-20  -0.487145E-21   0.128689E-21   0.592899E-20  -0.481314E-21  -0.628962E-21
   0.599500E+01   0.000000E+00  -0.253261E-17  -0.251897E-17   0.302287E-17  -0.123413E-19  -0.454994E-20  -0.132757E-20   0.507206E-19  -0.448340E-20  -0.582863E-20
   0.599750E+01   0.000000E+00  -0.208604E-16  -0.207541E-16   0.248430E-16  -0.102125E-18  -0.375223E-19  -0.570781E-20   0.428887E-18  -0.369945E-19  -0.477357E-19
   0.600000E+01   0.000000E+00  -0.152459E-15  -0.151716E-15   0.181202E-15  -0.749372E-18  -0.274459E-18  -0.506812E-19   0.312759E-17  -0.270642E-18  -0.348326E-18
   0.600250E+01   0.000000E+00  -0.990823E-15  -0.986175E-15   0.117600E-14  -0.488801E-17  -0.178610E-17  -0.350385E-18   0.203300E-16  -0.176114E-17  -0.226118E-17
   0.600500E+01   0.000000E+00  -0.573425E-14  -0.570799E-14   0.679944E-14  -0.283952E-16  -0.103598E-16  -0.198279E-17   0.117955E-15  -0.102140E-16  -0.130730E-16
   0.600750E+01   0.000000E+00  -0.295893E-13  -0.294557E-13   0.350623E-13  -0.147092E-15  -0.536078E-16  -0.941925E-17   0.611180E-15  -0.528510E-16  -0.673974E-16
   0.601000E+01   0.000000E+00  -0.136324E-12  -0.135712E-12   0.161452E-12  -0.680500E-15  -0.247804E-15  -0.375662E-16   0.283112E-14  -0.244304E-15  -0.310245E-15
   0.601250E+01   0.000000E+00  -0.561653E-12  -0.559134E-12   0.664834E-12  -0.281641E-14  -0.102482E-14  -0.124193E-15   0.117398E-13  -0.101039E-14  -0.127704E-14
   0.601500E+01   0.000000E+00  -0.207296E-11  -0.206366E-11   0.245236E-11  -0.104477E-13  -0.379858E-14  -0.326163E-15   0.436513E-13  -0.374536E-14  -0.470858E-14
   0.601750E+01   0.000000E+00  -0.686795E-11  -0.683712E-11   0.811943E-11  -0.348136E-13  -0.126457E-13  -0.584286E-15   0.145833E-12  -0.124697E-13  -0.155824E-13
   0.602000E+01   0.000000E+00  -0.204741E-10  -0.203822E-10   0.241856E-10  -0.104466E-12  -0.379039E-13  -0.786732E-16   0.438850E-12  -0.373802E-13  -0.463928E-13
   0.602250E+01   0.000000E+00  -0.550713E-10  -0.548244E-10   0.649950E-10  -0.283115E-12  -0.102588E-12   0.484236E-14   0.119306E-11  -0.101183E-12  -0.124606E-12
   0.602500E+01   0.000000E+00  -0.134092E-09  -0.133491E-09   0.158090E-09  -0.695352E-12  -0.251570E-12   0.258120E-13   0.294041E-11  -0.248156E-12  -0.302903E-12
   0.602750E+01   0.000000E+00  -0.296683E-09  -0.295354E-09   0.349370E-09  -0.155394E-11  -0.561165E-12   0.926661E-13   0.659662E-11  -0.553629E-12  -0.668954E-12
   0.603000E+01   0.000000E+00  -0.599148E-09  -0.596463E-09   0.704604E-09  -0.317448E-11  -0.114391E-11   0.269514E-12   0.135344E-10  -0.112874E-11  -0.134816E-11
   0.603250E+01   0.000000E+00  -0.111010E-08  -0.110512E-08   0.130349E-08  -0.596005E-11  -0.214221E-11   0.673917E-12   0.255327E-10  -0.211420E-11  -0.249206E-11
   0.603500E+01   0.000000E+00  -0.189809E-08  -0.188955E-08   0.222487E-08  -0.103468E-10  -0.370775E-11   0.149197E-11   0.445572E-10  -0.366004E-11  -0.424992E-11
   0.603750E+01   0.000000E+00  -0.301465E-08  -0.300105E-08   0.352670E-08  -0.167209E-10  -0.597077E-11   0.298007E-11   0.724130E-10  -0.589533E-11  -0.673039E-11
   0.604000E+01   0.000000E+00  -0.447935E-08  -0.445903E-08   0.522873E-08  -0.253378E-10  -0.901062E-11   0.544718E-11   0.110390E-09  -0.889908E-11  -0.996846E-11
   0.604250E+01   0.000000E+00  -0.627378E-08  -0.624509E-08   0.730574E-08  -0.362776E-10  -0.128401E-10   0.921789E-11   0.159047E-09  -0.126847E-10  -0.139131E-10
   0.604500E+01   0.000000E+00  -0.834694E-08  -0.830835E-08   0.969449E-08  -0.494535E-10  -0.174097E-10   0.145853E-10   0.218214E-09  -0.172042E-10  -0.184409E-10
   0.604750E+01   0.000000E+00  -0.106289E-07  -0.105791E-07   0.123103E-07  -0.646650E-10  -0.226277E-10   0.217705E-10   0.287179E-09  -0.223678E-10  -0.233873E-10
   0.605000E+01   0.000000E+00  -0.130463E-07  -0.129841E-07   0.150658E-07  -0.816645E-10  -0.283859E-10   0.309055E-10   0.364960E-09  -0.280691E-10  -0.285826E-10
   0.605250E+01   0.000000E+00  -0.155337E-07  -0.154581E-07   0.178845E-07  -0.100212E-09  -0.345804E-10   0.420393E-10   0.450551E-09  -0.342060E-10  -0.338778E-10
   0.605500E+01   0.000000E+00  -0.180401E-07  -0.179500E-07   0.207071E-07  -0.120106E-09  -0.411235E-10   0.551522E-10   0.543059E-09  -0.406918E-10  -0.391566E-10
   0.605750E+01   0.000000E+00  -0.205288E-07  -0.204231E-07   0.234921E-07  -0.141195E-09  -0.479464E-10   0.701665E-10   0.641750E-09  -0.474589E-10  -0.443345E-10
   0.606000E+01   0.000000E+00  -0.229748E-07  -0.228526E-07   0.262125E-07  -0.163372E-09  -0.549974E-10   0.869653E-10   0.746039E-09  -0.544561E-10  -0.493516E-10
   0.606250E+01   0.000000E+00  -0.253613E-07  -0.252216E-07   0.288516E-07  -0.186561E-09  -0.622380E-10   0.105424E-09   0.855480E-09  -0.616452E-10  -0.541679E-10
   0.606500E+01   0.000000E+00  -0.276781E-07  -0.275193E-07   0.314002E-07  -0.210703E-09  -0.696393E-10   0.125428E-09   0.969739E-09  -0.689970E-10  -0.587582E-10
   0.606750E+01   0.000000E+00  -0.299199E-07  -0.297405E-07   0.338536E-07  -0.235758E-09  -0.771786E-10   0.146865E-09   0.108855E-08  -0.764893E-10  -0.631045E-10
   0.607000E+01   0.000000E+00  -0.320842E-07  -0.318827E-07   0.362105E-07  -0.261705E-09  -0.848382E-10   0.169601E-09   0.121170E-08  -0.841048E-10  -0.671882E-10
   0.607250E+01   0.000000E+00  -0.341688E-07  -0.339442E-07   0.384716E-07  -0.288533E-09  -0.926048E-10   0.193496E-09   0.133898E-08  -0.918298E-10  -0.709940E-10
   0.607500E+01   0.000000E+00  -0.361727E-07  -0.359231E-07   0.406389E-07  -0.316221E-09  -0.100468E-09   0.218444E-09   0.147026E-08  -0.996529E-10  -0.745172E-10
   0.607750E+01   0.000000E+00  -0.380974E-07  -0.378202E-07   0.427154E-07  -0.344749E-09  -0.108417E-09   0.244373E-09   0.160548E-08  -0.107565E-09  -0.777570E-10
   0.608000E+01   0.000000E+00  -0.399466E-07  -0.396394E-07   0.447044E-07  -0.374119E-09  -0.116446E-09   0.271198E-09   0.174455E-08  -0.115558E-09  -0.807003E-10
   0.608250E+01   0.000000E+00  -0.417219E-07  -0.413837E-07   0.466098E-07  -0.404350E-09  -0.124548E-09   0.298792E-09   0.188741E-08  -0.123627E-09  -0.833271E-10
   0.608500E+01   0.000000E+00  -0.434232E-07  -0.430528E-07   0.484356E-07  -0.435442E-09  -0.132720E-09   0.327023E-09   0.203396E-08  -0.131768E-09  -0.856325E-10
   0.608750E+01   0.000000E+00  -0.450523E-07  -0.446462E-07   0.501857E-07  -0.467368E-09  -0.140957E-09   0.355818E-09   0.218421E-08  -0.139976E-09  -0.876275E-10
   0.609000E+01   0.000000E+00  -0.466146E-07  -0.461686E-07   0.518641E-07  -0.500127E-09  -0.149256E-09   0.385160E-09   0.233820E-08  -0.148246E-09  -0.893078E-10
   0.609250E+01   0.000000E+00  -0.481147E-07  -0.476267E-07   0.534746E-07  -0.533759E-09  -0.157615E-09   0.414987E-09   0.249596E-08  -0.156578E-09  -0.906425E-10
   0.609500E+01   0.000000E+00  -0.495526E-07  -0.490228E-07   0.550209E-07  -0.568291E-09  -0.166030E-09   0.445137E-09   0.265744E-08  -0.164970E-09  -0.916096E-10
   0.609750E+01   0.000000E+00  -0.509272E-07  -0.503533E-07   0.565067E-07  -0.603693E-09  -0.174504E-09   0.475452E-09   0.282261E-08  -0.173422E-09  -0.922248E-10
   0.610000E+01   0.000000E+00  -0.522429E-07  -0.516186E-07   0.579354E-07  -0.639940E-09  -0.183034E-09   0.505917E-09   0.299153E-08  -0.181928E-09  -0.925066E-10
   0.610250E+01   0.000000E+00  -0.535071E-07  -0.528273E-07   0.593100E-07  -0.677075E-09  -0.191618E-09   0.536590E-09   0.316439E-08  -0.190490E-09  -0.924269E-10
   0.610500E+01   0.000000E+00  -0.547217E-07  -0.539868E-07   0.606337E-07  -0.715156E-09  -0.200256E-09   0.567377E-09   0.334125E-08  -0.199110E-09  -0.919347E-10
   0.610750E+01   0.000000E+00  -0.558833E-07  -0.550941E-07   0.619094E-07  -0.754175E-09  -0.208950E-09   0.598009E-09   0.352201E-08  -0.207787E-09  -0.910252E-10
   0.611000E+01   0.000000E+00  -0.569922E-07  -0.561428E-07   0.631397E-07  -0.794081E-09  -0.217700E-09   0.628326E-09   0.370665E-08  -0.216520E-09  -0.897408E-10
   0.611250E+01   0.000000E+00  -0.580564E-07  -0.571373E-07   0.643272E-07  -0.834888E-09  -0.226506E-09   0.658444E-09   0.389539E-08  -0.225308E-09  -0.880879E-10
   0.611500E+01   0.000000E+00  -0.590818E-07  -0.580902E-07   0.654741E-07  -0.876676E-09  -0.235368E-09   0.688468E-09   0.408852E-08  -0.234152E-09  -0.860007E-10
   0.611750E+01   0.000000E+00  -0.600654E-07  -0.590048E-07   0.665828E-07  -0.919475E-09  -0.244286E-09   0.718150E-09   0.428604E-08  -0.243057E-09  -0.834235E-10
   0.612000E+01   0.000000E+00  -0.610031E-07  -0.598717E-07   0.676553E-07  -0.963240E-09  -0.253263E-09   0.747106E-09   0.448774E-08  -0.252024E-09  -0.803899E-10
   0.612250E+01   0.000000E+00  -0.618995E-07  -0.606859E-07   0.686933E-07  -0.100794E-08  -0.262302E-09   0.775291E-09   0.469370E-08  -0.261049E-09  -0.769600E-10
   0.612500E+01   0.000000E+00  -0.627636E-07  -0.614584E-07   0.696990E-07  -0.105364E-08  -0.271402E-09   0.802977E-09   0.490440E-08  -0.270134E-09  -0.731021E-10
   0.612750E+01   0.000000E+00  -0.635963E-07  -0.622016E-07   0.706741E-07  -0.110041E-08  -0.280564E-09   0.830178E-09   0.512013E-08  -0.279283E-09  -0.687121E-10
   0.613000E+01   0.000000E+00  -0.643916E-07  -0.629111E-07   0.716197E-07  -0.114823E-08  -0.289790E-09   0.856425E-09   0.534062E-08  -0.288500E-09  -0.637593E-10
   0.613250E+01   0.000000E+00  -0.651487E-07  -0.635742E-07   0.725371E-07  -0.119707E-08  -0.299082E-09   0.881320E-09   0.556568E-08  -0.297786E-09  -0.583275E-10
   0.613500E+01   0.000000E+00  -0.658757E-07  -0.641927E-07   0.734284E-07  -0.124694E-08  -0.308445E-09   0.905029E-09   0.579573E-08  -0.307137E-09  -0.524668E-10
   0.613750E+01   0.000000E+00  -0.665784E-07  -0.647819E-07   0.742952E-07  -0.129791E-08  -0.317880E-09   0.927906E-09   0.603138E-08  -0.316558E-09  -0.460831E-10
   0.614000E+01   0.000000E+00  -0.672530E-07  -0.653481E-07   0.751375E-07  -0.135000E-08  -0.327385E-09   0.949737E-09   0.627261E-08  -0.326054E-09  -0.390567E-10
   0.614250E+01   0.000000E+00  -0.678945E-07  -0.658802E-07   0.759561E-07  -0.140322E-08  -0.336963E-09   0.969836E-09   0.651903E-08  -0.335628E-09  -0.314175E-10
   0.614500E+01   0.000000E+00  -0.685066E-07  -0.663690E-07   0.767532E-07  -0.145754E-08  -0.346620E-09   0.987930E-09   0.677076E-08  -0.345281E-09  -0.232879E-10
   0.614750E+01   0.000000E+00  -0.690973E-07  -0.668231E-07   0.775306E-07  -0.151298E-08  -0.356362E-09   0.100446E-08   0.702851E-08  -0.355011E-09  -0.146639E-10
   0.615000E+01   0.000000E+00  -0.696674E-07  -0.672563E-07   0.782877E-07  -0.156959E-08  -0.366185E-09   0.101972E-08   0.729265E-08  -0.364822E-09  -0.538614E-11
   0.615250E+01   0.000000E+00  -0.702112E-07  -0.676673E-07   0.790240E-07  -0.162742E-08  -0.376088E-09   0.103312E-08   0.756291E-08  -0.374721E-09   0.463271E-11
   0.615500E+01   0.000000E+00  -0.707275E-07  -0.680436E-07   0.797421E-07  -0.168646E-08  -0.386079E-09   0.104383E-08   0.783911E-08  -0.384712E-09   0.152811E-10
   0.615750E+01   0.000000E+00  -0.712230E-07  -0.683822E-07   0.804447E-07  -0.174670E-08  -0.396166E-09   0.105195E-08   0.812175E-08  -0.394795E-09   0.264441E-10
   0.616000E+01   0.000000E+00  -0.717021E-07  -0.686947E-07   0.811305E-07  -0.180814E-08  -0.406351E-09   0.105816E-08   0.841142E-08  -0.404967E-09   0.382195E-10
