 #the D tensor -- Eq. 2 of TAS17
 # in units of [ dimensionless ] 
#                             |                                      symmetric part                                     ||              asymmetric part              |
   # EFERMI(eV)      omega(eV)             xx             yy             zz             xy             xz             yz              x              y              z
   0.592250E+01   0.000000E+00   0.255705E-02   0.251735E-02  -0.752158E-02   0.708514E-04   0.778087E-05   0.279323E-04  -0.148944E-03   0.785395E-05  -0.342669E-04
   0.592500E+01   0.000000E+00   0.239435E-02   0.280497E-02  -0.651202E-02   0.408111E-04   0.971298E-05  -0.450606E-04  -0.813206E-04   0.968329E-05  -0.155180E-04
   0.592750E+01   0.000000E+00   0.219837E-02   0.268056E-02  -0.552516E-02   0.265600E-04   0.810499E-05  -0.549948E-04  -0.674381E-04   0.805708E-05  -0.797931E-05
   0.593000E+01   0.000000E+00   0.192281E-02   0.233552E-02  -0.454404E-02   0.185083E-04   0.567946E-05  -0.501328E-04  -0.696031E-04   0.563589E-05  -0.481904E-05
   0.593250E+01   0.000000E+00   0.158355E-02   0.189150E-02  -0.358721E-02   0.130236E-04   0.353507E-05  -0.447278E-04  -0.714948E-04   0.350103E-05  -0.320302E-05
   0.593500E+01   0.000000E+00   0.122366E-02   0.143379E-02  -0.269635E-02   0.894358E-05   0.197991E-05  -0.398199E-04  -0.675728E-04   0.195584E-05  -0.215919E-05
   0.593750E+01   0.000000E+00   0.885842E-03   0.101912E-02  -0.191686E-02   0.589994E-05   0.991105E-06  -0.339370E-04  -0.577216E-04   0.975612E-06  -0.140904E-05
   0.594000E+01   0.000000E+00   0.599473E-03   0.678579E-03  -0.128126E-02   0.370787E-05   0.432978E-06  -0.267387E-04  -0.444382E-04   0.423879E-06  -0.873430E-06
   0.594250E+01   0.000000E+00   0.377957E-03   0.422025E-03  -0.800745E-03   0.220522E-05   0.155928E-06  -0.191395E-04  -0.308497E-04   0.151035E-06  -0.510556E-06
   0.594500E+01   0.000000E+00   0.221061E-03   0.244117E-03  -0.465338E-03   0.123264E-05   0.385192E-07  -0.123628E-04  -0.193322E-04   0.360960E-07  -0.280238E-06
   0.594750E+01   0.000000E+00   0.119375E-03   0.130683E-03  -0.250087E-03   0.642858E-06  -0.836979E-09  -0.719122E-05  -0.109450E-04  -0.194864E-08  -0.143783E-06
   0.595000E+01   0.000000E+00   0.592281E-04   0.644068E-04  -0.123640E-03   0.310553E-06  -0.852601E-08  -0.376505E-05  -0.560016E-05  -0.900087E-08  -0.685749E-07
   0.595250E+01   0.000000E+00   0.268735E-04   0.290754E-04  -0.559496E-04   0.138025E-06  -0.664605E-08  -0.177390E-05  -0.258905E-05  -0.683544E-08  -0.302115E-07
   0.595500E+01   0.000000E+00   0.111022E-04   0.119658E-04  -0.230682E-04   0.560997E-07  -0.361593E-08  -0.751794E-06  -0.108071E-05  -0.368642E-08  -0.122170E-07
   0.595750E+01   0.000000E+00   0.415989E-05   0.447034E-05  -0.863024E-05   0.207442E-07  -0.160460E-08  -0.286406E-06  -0.406813E-06  -0.162900E-08  -0.450783E-08
   0.596000E+01   0.000000E+00   0.140875E-05   0.151044E-05  -0.291919E-05   0.694817E-08  -0.609075E-09  -0.979863E-07  -0.137901E-06  -0.616878E-09  -0.150985E-08
   0.596250E+01   0.000000E+00   0.429892E-06   0.460088E-06  -0.889980E-06   0.210042E-08  -0.201678E-09  -0.300718E-07  -0.420265E-07  -0.203968E-09  -0.457063E-09
   0.596500E+01   0.000000E+00   0.117903E-06   0.125999E-06  -0.243902E-06   0.571339E-09  -0.587938E-10  -0.826875E-08  -0.114960E-07  -0.594065E-10  -0.124607E-09
   0.596750E+01   0.000000E+00   0.289978E-07   0.309509E-07  -0.599487E-07   0.139492E-09  -0.151589E-10  -0.203456E-08  -0.281799E-08  -0.153073E-10  -0.305049E-10
   0.597000E+01   0.000000E+00   0.638341E-08   0.680625E-08  -0.131897E-07   0.305047E-10  -0.346451E-11  -0.447438E-09  -0.618080E-09  -0.349700E-11  -0.669019E-11
   0.597250E+01   0.000000E+00   0.125569E-08   0.133766E-08  -0.259335E-08   0.596466E-11  -0.702632E-12  -0.878487E-10  -0.121133E-09  -0.708961E-12  -0.131195E-11
   0.597500E+01   0.000000E+00   0.220418E-09   0.234620E-09  -0.455039E-09   0.104126E-11  -0.126476E-12  -0.153824E-10  -0.211860E-10  -0.127621E-12  -0.229676E-12
   0.597750E+01   0.000000E+00   0.344839E-10   0.366795E-10  -0.711640E-10   0.162068E-12  -0.202352E-13  -0.239963E-11  -0.330279E-11  -0.203941E-13  -0.358350E-13
   0.598000E+01   0.000000E+00   0.480223E-11   0.510482E-11  -0.990735E-11   0.224626E-13  -0.288432E-14  -0.333247E-12  -0.458409E-12  -0.287312E-14  -0.498236E-14
   0.598250E+01   0.000000E+00   0.593977E-12   0.631089E-12  -0.122524E-11   0.276777E-14  -0.361192E-15  -0.412101E-13  -0.566423E-13  -0.363562E-15  -0.614508E-15
   0.598500E+01   0.000000E+00   0.647228E-13   0.687287E-13  -0.133484E-12   0.303768E-15  -0.430759E-16  -0.449583E-14  -0.616306E-14  -0.363198E-16  -0.670702E-16
   0.598750E+01   0.000000E+00   0.581224E-14   0.613108E-14  -0.119514E-13   0.272438E-16  -0.400042E-17  -0.498414E-15  -0.648195E-15  -0.296484E-17  -0.551552E-17
   0.599000E+01   0.000000E+00  -0.973536E-15  -0.953262E-15   0.206843E-14   0.559749E-17   0.170267E-17  -0.117431E-15  -0.116950E-15   0.169936E-17  -0.974215E-18
   0.599250E+01   0.000000E+00  -0.156321E-13  -0.154282E-13   0.314417E-13   0.493922E-16   0.231756E-16  -0.124038E-15   0.218988E-15   0.235369E-16  -0.101753E-16
   0.599500E+01   0.000000E+00  -0.145947E-12  -0.144525E-12   0.292381E-12   0.460704E-15   0.215489E-15  -0.145917E-14   0.163698E-14   0.220015E-15  -0.941903E-16
   0.599750E+01   0.000000E+00  -0.120023E-11  -0.118884E-11   0.239921E-11   0.378603E-14   0.177436E-14  -0.114983E-13   0.142761E-13   0.181009E-14  -0.773058E-15
   0.600000E+01   0.000000E+00  -0.875698E-11  -0.867601E-11   0.174729E-10   0.276373E-13   0.129579E-13  -0.853691E-13   0.103116E-12   0.132170E-13  -0.563098E-14
   0.600250E+01   0.000000E+00  -0.568046E-10  -0.562897E-10   0.113212E-09   0.179474E-12   0.842114E-13  -0.559660E-12   0.666612E-12   0.859182E-13  -0.364967E-13
   0.600500E+01   0.000000E+00  -0.328053E-09  -0.325118E-09   0.653394E-09   0.103821E-11   0.487605E-12  -0.324960E-11   0.386082E-11   0.497639E-12  -0.210601E-12
   0.600750E+01   0.000000E+00  -0.168873E-08  -0.167375E-08   0.336256E-08   0.535679E-11   0.251870E-11  -0.167656E-10   0.200182E-10   0.257095E-11  -0.108332E-11
   0.601000E+01   0.000000E+00  -0.775930E-08  -0.769069E-08   0.154489E-07   0.246852E-10   0.116209E-10  -0.770393E-10   0.929512E-10   0.118626E-10  -0.497390E-11
   0.601250E+01   0.000000E+00  -0.318703E-07  -0.315889E-07   0.634557E-07   0.101752E-09   0.479624E-10  -0.316052E-09   0.386794E-09   0.489577E-10  -0.204130E-10
   0.601500E+01   0.000000E+00  -0.117220E-06  -0.116186E-06   0.233402E-06   0.375813E-09   0.177383E-09  -0.116037E-08   0.144423E-08   0.181042E-09  -0.750108E-10
   0.601750E+01   0.000000E+00  -0.386838E-06  -0.383424E-06   0.770270E-06   0.124621E-08   0.589054E-09  -0.382180E-08   0.484738E-08   0.601108E-09  -0.247282E-09
   0.602000E+01   0.000000E+00  -0.114805E-05  -0.113793E-05   0.228601E-05   0.371896E-08   0.176067E-08  -0.113204E-07   0.146600E-07   0.179635E-08  -0.732990E-09
   0.602250E+01   0.000000E+00  -0.307228E-05  -0.304521E-05   0.611751E-05   0.100153E-07   0.475021E-08  -0.302390E-07   0.400699E-07   0.484538E-08  -0.195880E-08
   0.602500E+01   0.000000E+00  -0.743694E-05  -0.737149E-05   0.148083E-04   0.244198E-07   0.116066E-07  -0.730700E-07   0.993352E-07   0.118363E-07  -0.473390E-08
   0.602750E+01   0.000000E+00  -0.163444E-04  -0.162007E-04   0.325449E-04   0.541183E-07   0.257840E-07  -0.160318E-06   0.224276E-06   0.262871E-07  -0.103841E-07
   0.603000E+01   0.000000E+00  -0.327537E-04  -0.324658E-04   0.652196E-04   0.109506E-06   0.523148E-07  -0.320785E-06   0.463337E-06   0.533194E-07  -0.207628E-07
   0.603250E+01   0.000000E+00  -0.601514E-04  -0.596226E-04   0.119775E-03   0.203371E-06   0.974550E-07  -0.588424E-06   0.880546E-06   0.992916E-07  -0.380296E-07
   0.603500E+01   0.000000E+00  -0.101814E-03  -0.100918E-03   0.202733E-03   0.348708E-06   0.167677E-06  -0.995444E-06   0.154858E-05   0.170769E-06  -0.641690E-07
   0.603750E+01   0.000000E+00  -0.159857E-03  -0.158449E-03   0.318305E-03   0.555674E-06   0.268231E-06  -0.156356E-05   0.253684E-05   0.273057E-06  -0.100379E-06
   0.604000E+01   0.000000E+00  -0.234463E-03  -0.232393E-03   0.466854E-03   0.828865E-06   0.401832E-06  -0.229714E-05   0.389855E-05   0.408863E-06  -0.146586E-06
   0.604250E+01   0.000000E+00  -0.323666E-03  -0.320797E-03   0.644465E-03   0.116618E-05   0.568040E-06  -0.318175E-05   0.566165E-05   0.577675E-06  -0.201320E-06
   0.604500E+01   0.000000E+00  -0.423804E-03  -0.420025E-03   0.843834E-03   0.155970E-05   0.763595E-06  -0.418910E-05   0.782665E-05   0.776105E-06  -0.262024E-06
   0.604750E+01   0.000000E+00  -0.530398E-03  -0.525632E-03   0.105603E-02   0.199799E-05   0.983473E-06  -0.528566E-05   0.103714E-04   0.998982E-06  -0.325644E-06
   0.605000E+01   0.000000E+00  -0.639081E-03  -0.633281E-03   0.127235E-02   0.246874E-05   0.122214E-05  -0.644065E-05   0.132599E-04   0.124064E-05  -0.389225E-06
   0.605250E+01   0.000000E+00  -0.746236E-03  -0.739375E-03   0.148561E-02   0.296095E-05   0.147452E-05  -0.763068E-05   0.164513E-04   0.149590E-05  -0.450319E-06
   0.605500E+01   0.000000E+00  -0.849269E-03  -0.841335E-03   0.169062E-02   0.346611E-05   0.173654E-05  -0.884155E-05   0.199056E-04   0.176061E-05  -0.507159E-06
   0.605750E+01   0.000000E+00  -0.946564E-03  -0.937550E-03   0.188413E-02   0.397811E-05   0.200517E-05  -0.100678E-04   0.235855E-04   0.203168E-05  -0.558627E-06
   0.606000E+01   0.000000E+00  -0.103724E-02  -0.102716E-02   0.206439E-02   0.449249E-05   0.227826E-05  -0.113100E-04   0.274582E-04   0.230696E-05  -0.604106E-06
   0.606250E+01   0.000000E+00  -0.112094E-02  -0.110978E-02   0.223068E-02   0.500601E-05   0.255433E-05  -0.125705E-04   0.314963E-04   0.258497E-05  -0.643303E-06
   0.606500E+01   0.000000E+00  -0.119761E-02  -0.118537E-02   0.238299E-02   0.551694E-05   0.283237E-05  -0.138521E-04   0.356777E-04   0.286473E-05  -0.676141E-06
   0.606750E+01   0.000000E+00  -0.126749E-02  -0.125414E-02   0.252169E-02   0.602470E-05   0.311171E-05  -0.151589E-04   0.399822E-04   0.314555E-05  -0.702709E-06
   0.607000E+01   0.000000E+00  -0.133091E-02  -0.131645E-02   0.264738E-02   0.652852E-05   0.339189E-05  -0.164967E-04   0.443912E-04   0.342696E-05  -0.723209E-06
   0.607250E+01   0.000000E+00  -0.138822E-02  -0.137266E-02   0.276082E-02   0.702697E-05   0.367257E-05  -0.178700E-04   0.488892E-04   0.370868E-05  -0.737861E-06
   0.607500E+01   0.000000E+00  -0.143977E-02  -0.142308E-02   0.286281E-02   0.751945E-05   0.395353E-05  -0.192801E-04   0.534656E-04   0.399053E-05  -0.746864E-06
   0.607750E+01   0.000000E+00  -0.148598E-02  -0.146812E-02   0.295416E-02   0.800696E-05   0.423464E-05  -0.207278E-04   0.581117E-04   0.427239E-05  -0.750445E-06
   0.608000E+01   0.000000E+00  -0.152733E-02  -0.150826E-02   0.303568E-02   0.849029E-05   0.451585E-05  -0.222163E-04   0.628173E-04   0.455415E-05  -0.748897E-06
   0.608250E+01   0.000000E+00  -0.156423E-02  -0.154396E-02   0.310816E-02   0.896828E-05   0.479712E-05  -0.237500E-04   0.675725E-04   0.483582E-05  -0.742524E-06
   0.608500E+01   0.000000E+00  -0.159695E-02  -0.157550E-02   0.317233E-02   0.943956E-05   0.507842E-05  -0.253300E-04   0.723721E-04   0.511743E-05  -0.731551E-06
   0.608750E+01   0.000000E+00  -0.162580E-02  -0.160311E-02   0.322890E-02   0.990515E-05   0.535974E-05  -0.269539E-04   0.772139E-04   0.539902E-05  -0.716137E-06
   0.609000E+01   0.000000E+00  -0.165119E-02  -0.162717E-02   0.327851E-02   0.103672E-04   0.564117E-05  -0.286215E-04   0.820949E-04   0.568059E-05  -0.696492E-06
   0.609250E+01   0.000000E+00  -0.167353E-02  -0.164816E-02   0.332177E-02   0.108257E-04   0.592276E-05  -0.303363E-04   0.870090E-04   0.596218E-05  -0.672911E-06
   0.609500E+01   0.000000E+00  -0.169302E-02  -0.166637E-02   0.335925E-02   0.112782E-04   0.620454E-05  -0.321014E-04   0.919518E-04   0.624388E-05  -0.645662E-06
   0.609750E+01   0.000000E+00  -0.170977E-02  -0.168185E-02   0.339145E-02   0.117243E-04   0.648653E-05  -0.339157E-04   0.969235E-04   0.652580E-05  -0.614865E-06
   0.610000E+01   0.000000E+00  -0.172405E-02  -0.169472E-02   0.341887E-02   0.121666E-04   0.676881E-05  -0.357754E-04   0.101926E-03   0.680798E-05  -0.580576E-06
   0.610250E+01   0.000000E+00  -0.173627E-02  -0.170542E-02   0.344191E-02   0.126069E-04   0.705148E-05  -0.376807E-04   0.106958E-03   0.709044E-05  -0.542995E-06
   0.610500E+01   0.000000E+00  -0.174665E-02  -0.171436E-02   0.346100E-02   0.130435E-04   0.733461E-05  -0.396361E-04   0.112016E-03   0.737326E-05  -0.502442E-06
   0.610750E+01   0.000000E+00  -0.175517E-02  -0.172157E-02   0.347649E-02   0.134741E-04   0.761823E-05  -0.416446E-04   0.117099E-03   0.765657E-05  -0.459101E-06
   0.611000E+01   0.000000E+00  -0.176191E-02  -0.172691E-02   0.348872E-02   0.138994E-04   0.790238E-05  -0.437031E-04   0.122210E-03   0.794045E-05  -0.412929E-06
   0.611250E+01   0.000000E+00  -0.176719E-02  -0.173056E-02   0.349798E-02   0.143228E-04   0.818715E-05  -0.458072E-04   0.127351E-03   0.822491E-05  -0.363942E-06
   0.611500E+01   0.000000E+00  -0.177132E-02  -0.173305E-02   0.350457E-02   0.147450E-04   0.847264E-05  -0.479586E-04   0.132524E-03   0.851000E-05  -0.312430E-06
   0.611750E+01   0.000000E+00  -0.177431E-02  -0.173460E-02   0.350874E-02   0.151633E-04   0.875893E-05  -0.501636E-04   0.137726E-03   0.879584E-05  -0.258703E-06
   0.612000E+01   0.000000E+00  -0.177603E-02  -0.173496E-02   0.351072E-02   0.155757E-04   0.904601E-05  -0.524244E-04   0.142956E-03   0.908249E-05  -0.202753E-06
   0.612250E+01   0.000000E+00  -0.177667E-02  -0.173399E-02   0.351070E-02   0.159842E-04   0.933391E-05  -0.547358E-04   0.148218E-03   0.937001E-05  -0.144428E-06
   0.612500E+01   0.000000E+00  -0.177655E-02  -0.173206E-02   0.350891E-02   0.163923E-04   0.962277E-05  -0.570939E-04   0.153520E-03   0.965847E-05  -0.838660E-07
   0.612750E+01   0.000000E+00  -0.177579E-02  -0.172965E-02   0.350552E-02   0.167997E-04   0.991271E-05  -0.595031E-04   0.158861E-03   0.994792E-05  -0.214511E-07
   0.613000E+01   0.000000E+00  -0.177425E-02  -0.172670E-02   0.350068E-02   0.172027E-04   0.102037E-04  -0.619705E-04   0.164236E-03   0.102384E-04   0.426838E-07
   0.613250E+01   0.000000E+00  -0.177188E-02  -0.172283E-02   0.349452E-02   0.176001E-04   0.104957E-04  -0.644963E-04   0.169645E-03   0.105300E-04   0.108745E-06
   0.613500E+01   0.000000E+00  -0.176894E-02  -0.171808E-02   0.348721E-02   0.179953E-04   0.107889E-04  -0.670748E-04   0.175100E-03   0.108227E-04   0.176785E-06
   0.613750E+01   0.000000E+00  -0.176567E-02  -0.171295E-02   0.347888E-02   0.183914E-04   0.110835E-04  -0.697032E-04   0.180605E-03   0.111168E-04   0.246464E-06
   0.614000E+01   0.000000E+00  -0.176199E-02  -0.170770E-02   0.346963E-02   0.187866E-04   0.113793E-04  -0.723874E-04   0.186157E-03   0.114121E-04   0.317509E-06
   0.614250E+01   0.000000E+00  -0.175777E-02  -0.170203E-02   0.345951E-02   0.191765E-04   0.116764E-04  -0.751353E-04   0.191749E-03   0.117087E-04   0.390061E-06
   0.614500E+01   0.000000E+00  -0.175308E-02  -0.169565E-02   0.344867E-02   0.195617E-04   0.119749E-04  -0.779468E-04   0.197390E-03   0.120067E-04   0.464312E-06
   0.614750E+01   0.000000E+00  -0.174818E-02  -0.168882E-02   0.343725E-02   0.199467E-04   0.122750E-04  -0.808141E-04   0.203091E-03   0.123064E-04   0.540042E-06
   0.615000E+01   0.000000E+00  -0.174313E-02  -0.168197E-02   0.342527E-02   0.203335E-04   0.125766E-04  -0.837341E-04   0.208853E-03   0.126076E-04   0.616893E-06
   0.615250E+01   0.000000E+00  -0.173780E-02  -0.167511E-02   0.341273E-02   0.207180E-04   0.128796E-04  -0.867164E-04   0.214666E-03   0.129101E-04   0.694899E-06
   0.615500E+01   0.000000E+00  -0.173213E-02  -0.166789E-02   0.339978E-02   0.210968E-04   0.131844E-04  -0.897725E-04   0.220533E-03   0.132142E-04   0.774324E-06
   0.615750E+01   0.000000E+00  -0.172628E-02  -0.166021E-02   0.338655E-02   0.214729E-04   0.134910E-04  -0.928981E-04   0.226469E-03   0.135204E-04   0.855083E-06
   0.616000E+01   0.000000E+00  -0.172040E-02  -0.165239E-02   0.337304E-02   0.218508E-04   0.137994E-04  -0.960795E-04   0.232477E-03   0.138284E-04   0.936779E-06
   0.616250E+01   0.000000E+00  -0.171444E-02  -0.164472E-02   0.335920E-02   0.222297E-04   0.141093E-04  -0.993178E-04   0.238549E-03   0.141379E-04   0.101931E-05
   0.616500E+01   0.000000E+00  -0.170829E-02  -0.163705E-02   0.334512E-02   0.226047E-04   0.144212E-04  -0.102632E-03   0.244686E-03   0.144492E-04   0.110299E-05
